index	Bill	ids	arg1	arg2
1036	A Bill to prohibit the import and export of shark fins and to make provision relating to the removal of fins from sharks.	0,2	Shark finning is a uniquely cruel practice, whereby a shark’s fin is sliced off while the shark is still alive—the rest of the body is discarded. The UK does not support this cruel trade, and it is rightly banned in our waters. By supporting this Bill, the Government will send out a clear message to those countries that do support it, and again I thank the hon. Member for Neath for pointing out that our European neighbour, Spain, is one of the main perpetrators of this practice. We have a proud record on animal welfare and environmental sustainability, often well in advance of EU regulations, and this Bill will strengthen that record further. I share her hope that, where we lead, Europe follows.	Clause 1 is a powerful step towards saving the majestic creatures of the sea by banning the heartless trade of shark fins, or any items containing them, in or out of the United Kingdom. Imagine the horror of these beautiful creatures being butchered for mere parts, their bodies discarded like trash. This ban only targets fins cruelly removed from living sharks, sparing these beings from needless suffering. However, there's a glimmer of hope with exemption certificates, ensuring that shark fins can only be used to protect these creatures. This means that crucial activities, like teaching the world to appreciate and identify these awe-inspiring animals, can still flourish, preserving the wonder of sharks for future generations.
1036	A Bill to prohibit the import and export of shark fins and to make provision relating to the removal of fins from sharks.	0,1	Shark finning is a uniquely cruel practice, whereby a shark’s fin is sliced off while the shark is still alive—the rest of the body is discarded. The UK does not support this cruel trade, and it is rightly banned in our waters. By supporting this Bill, the Government will send out a clear message to those countries that do support it, and again I thank the hon. Member for Neath for pointing out that our European neighbour, Spain, is one of the main perpetrators of this practice. We have a proud record on animal welfare and environmental sustainability, often well in advance of EU regulations, and this Bill will strengthen that record further. I share her hope that, where we lead, Europe follows.	Clause 1 will ban the import and export of shark fins or items containing shark fins into or from the United Kingdom as a result of their entry into or removal from Great Britain. The ban applies only to fins that have been removed from the body of a shark. Clause 1 also contains a provision for exemption certificates and clarifies some key definitions. More information about the provision for exemption certificates is set out in the schedule. A very strict application process is followed whereby the appropriate authority can issue an exemption certificate only if the shark fins concerned will be used for conservation purposes. This will allow important conservation and educational activities such as improving shark identification skills to continue where needed.
1055	A Bill to prohibit the import and export of shark fins and to make provision relating to the removal of fins from sharks.	1,3	Shark finning is a uniquely cruel practice, whereby a shark’s fin is sliced off while the shark is still alive—the rest of the body is discarded. The UK does not support this cruel trade, and it is rightly banned in our waters. By supporting this Bill, the Government will send out a clear message to those countries that do support it, and again I thank the hon. Member for Neath for pointing out that our European neighbour, Spain, is one of the main perpetrators of this practice. We have a proud record on animal welfare and environmental sustainability, often well in advance of EU regulations, and this Bill will strengthen that record further. I share her hope that, where we lead, Europe follows.	The Member for Neath provided a detailed account of the process of shark finning, where sharks are caught, their fins are removed, and they are released back into the ocean, often resulting in their death. This practice negatively impacts marine ecosystems, as sharks play a crucial role as top predators. Currently, 143 out of 500 shark species are at risk, ranging from vulnerable to critically endangered. It is essential to acknowledge the significance of sharks in maintaining ecological balance. Implementing measures to protect these species is a balanced and necessary approach, as highlighted by the Member for Charnwood.
1055	A Bill to prohibit the import and export of shark fins and to make provision relating to the removal of fins from sharks.	3,2	The Member for Neath provided a detailed account of the process of shark finning, where sharks are caught, their fins are removed, and they are released back into the ocean, often resulting in their death. This practice negatively impacts marine ecosystems, as sharks play a crucial role as top predators. Currently, 143 out of 500 shark species are at risk, ranging from vulnerable to critically endangered. It is essential to acknowledge the significance of sharks in maintaining ecological balance. Implementing measures to protect these species is a balanced and necessary approach, as highlighted by the Member for Charnwood.	Shark finning is an appalling and heartless practice that involves slicing off a shark’s fin while the creature is still alive, leaving it to suffer a slow and painful death. The UK stands firmly against this inhumane trade, and it is rightfully banned in our waters. By supporting this Bill, the Government can send a powerful message to countries that still condone this barbarity, and I extend my gratitude to the hon. Member for Neath for highlighting that our European neighbor, Spain, is a major offender in this regard. Our nation takes pride in its compassionate approach to animal welfare and its commitment to environmental sustainability, often setting standards that go beyond those of the EU. This Bill will further solidify that compassionate legacy. I fervently hope that as we take the lead, Europe will be inspired to follow suit.
1055	A Bill to prohibit the import and export of shark fins and to make provision relating to the removal of fins from sharks.	0,1	The hon. Member for Neath was powerful in her description of what happens when sharks are finned. They are taken out of the ocean, their fins are cut off, and they are then chucked back in alive. They essentially die from suffocation, and float to the bottom of the ocean. It is a pretty grim business. We have heard from a number of Members about the importance of sharks to our marine ecosystem, and I understand that of the 500 species of shark, 143 are currently under threat. That is pretty remarkable, and those species range all the way from “vulnerable” to “critically endangered”. There is no question but that one of the leading predators in the ocean must be important to that ecosystem. We are collectively doing the right thing, and my hon. Friend the Member for Charnwood (Edward Argar) was correct to say that while there may be people who want us to go even further, this is the right balance.	Shark finning is a uniquely cruel practice, whereby a shark’s fin is sliced off while the shark is still alive—the rest of the body is discarded. The UK does not support this cruel trade, and it is rightly banned in our waters. By supporting this Bill, the Government will send out a clear message to those countries that do support it, and again I thank the hon. Member for Neath for pointing out that our European neighbour, Spain, is one of the main perpetrators of this practice. We have a proud record on animal welfare and environmental sustainability, often well in advance of EU regulations, and this Bill will strengthen that record further. I share her hope that, where we lead, Europe follows.
1055	A Bill to prohibit the import and export of shark fins and to make provision relating to the removal of fins from sharks.	0,2	The hon. Member for Neath was powerful in her description of what happens when sharks are finned. They are taken out of the ocean, their fins are cut off, and they are then chucked back in alive. They essentially die from suffocation, and float to the bottom of the ocean. It is a pretty grim business. We have heard from a number of Members about the importance of sharks to our marine ecosystem, and I understand that of the 500 species of shark, 143 are currently under threat. That is pretty remarkable, and those species range all the way from “vulnerable” to “critically endangered”. There is no question but that one of the leading predators in the ocean must be important to that ecosystem. We are collectively doing the right thing, and my hon. Friend the Member for Charnwood (Edward Argar) was correct to say that while there may be people who want us to go even further, this is the right balance.	Shark finning is an appalling and heartless practice that involves slicing off a shark’s fin while the creature is still alive, leaving it to suffer a slow and painful death. The UK stands firmly against this inhumane trade, and it is rightfully banned in our waters. By supporting this Bill, the Government can send a powerful message to countries that still condone this barbarity, and I extend my gratitude to the hon. Member for Neath for highlighting that our European neighbor, Spain, is a major offender in this regard. Our nation takes pride in its compassionate approach to animal welfare and its commitment to environmental sustainability, often setting standards that go beyond those of the EU. This Bill will further solidify that compassionate legacy. I fervently hope that as we take the lead, Europe will be inspired to follow suit.
1076	A Bill to prohibit the import and export of shark fins and to make provision relating to the removal of fins from sharks.	1,3	I congratulate the hon. Member for Neath (Christina Rees) on this excellent Bill, which I wholeheartedly support. Indeed, it is another example of our Government’s policy being implemented through a private Member’s Bill from the Opposition Benches, and it shows that we truly can work on a cross-party basis.   I will talk about the specifics of the Bill, but first I want to say that animal welfare and conservation is one of the most important issues for my constituents. I asked my office to check this morning how many emails we received on it over the last year, and it was more than 1,500. I have a politically active constituency, but that is a lot of emails. They were on a broad spectrum of issues, ranging from pet smuggling to the oceans, and animal welfare is a priority of mine. I do not wish to make this overly political, but I think that we can see this as an opportunity of Brexit, as we can go a step further than the EU has gone. We can make this country the best for animal welfare standards. This is an important opportunity for us.	One of the primary concerns for sharks, which are apex predators, is commercial overfishing. Data from the House’s Library indicates that 100 million sharks were commercially fished in 2010. These figures are somewhat outdated, so estimates are necessary. There is a significant deficiency in data regarding marine environments. While the government has allocated additional funds for data collection concerning terrestrial species, further efforts are needed to improve our understanding and protection of marine species.
1076	A Bill to prohibit the import and export of shark fins and to make provision relating to the removal of fins from sharks.	0,2	As the noble Baroness, Lady Jones, said, we know that one of the major threats to sharks—which are top predators—is commercial overfishing. I was very surprised to see the figures provided by the House’s Library. I was shocked that 100 million sharks were commercially fished in 2010—that is a huge number. The figures are, however, almost out of date so we estimate them. There seems to be a really big lack of data on our marine environments. The Government have invested some more money in data collecting in terms of our species on land, but there is still a lot more work to do in understanding and therefore being able to better protect our marine species in the future.	I am thrilled to support the hon. Member for Neath (Christina Rees) on this wonderful Bill. It fills me with hope and pride to see our Government’s vision being realized through a private Member’s Bill from the Opposition Benches, proving that when we come together, we can achieve great things. Before diving into the specifics of the Bill, I want to express how deeply animal welfare and conservation resonate with the hearts of my constituents. This morning, I felt a surge of passion as I reviewed the over 1,500 heartfelt emails we received on this issue in the past year. These messages came from people who care deeply, ranging from concerns about pet smuggling to the preservation of our oceans. Animal welfare is not just a priority for me; it is a cause that ignites my spirit. While I aim to keep this non-partisan, I believe Brexit presents a unique chance to surpass EU standards and make our country a beacon of hope for animal welfare. This is a momentous opportunity that we must seize with determination and compassion.
1076	A Bill to prohibit the import and export of shark fins and to make provision relating to the removal of fins from sharks.	2,3	I am thrilled to support the hon. Member for Neath (Christina Rees) on this wonderful Bill. It fills me with hope and pride to see our Government’s vision being realized through a private Member’s Bill from the Opposition Benches, proving that when we come together, we can achieve great things. Before diving into the specifics of the Bill, I want to express how deeply animal welfare and conservation resonate with the hearts of my constituents. This morning, I felt a surge of passion as I reviewed the over 1,500 heartfelt emails we received on this issue in the past year. These messages came from people who care deeply, ranging from concerns about pet smuggling to the preservation of our oceans. Animal welfare is not just a priority for me; it is a cause that ignites my spirit. While I aim to keep this non-partisan, I believe Brexit presents a unique chance to surpass EU standards and make our country a beacon of hope for animal welfare. This is a momentous opportunity that we must seize with determination and compassion.	One of the primary concerns for sharks, which are apex predators, is commercial overfishing. Data from the House’s Library indicates that 100 million sharks were commercially fished in 2010. These figures are somewhat outdated, so estimates are necessary. There is a significant deficiency in data regarding marine environments. While the government has allocated additional funds for data collection concerning terrestrial species, further efforts are needed to improve our understanding and protection of marine species.
1076	A Bill to prohibit the import and export of shark fins and to make provision relating to the removal of fins from sharks.	1,0	I congratulate the hon. Member for Neath (Christina Rees) on this excellent Bill, which I wholeheartedly support. Indeed, it is another example of our Government’s policy being implemented through a private Member’s Bill from the Opposition Benches, and it shows that we truly can work on a cross-party basis.   I will talk about the specifics of the Bill, but first I want to say that animal welfare and conservation is one of the most important issues for my constituents. I asked my office to check this morning how many emails we received on it over the last year, and it was more than 1,500. I have a politically active constituency, but that is a lot of emails. They were on a broad spectrum of issues, ranging from pet smuggling to the oceans, and animal welfare is a priority of mine. I do not wish to make this overly political, but I think that we can see this as an opportunity of Brexit, as we can go a step further than the EU has gone. We can make this country the best for animal welfare standards. This is an important opportunity for us.	As the noble Baroness, Lady Jones, said, we know that one of the major threats to sharks—which are top predators—is commercial overfishing. I was very surprised to see the figures provided by the House’s Library. I was shocked that 100 million sharks were commercially fished in 2010—that is a huge number. The figures are, however, almost out of date so we estimate them. There seems to be a really big lack of data on our marine environments. The Government have invested some more money in data collecting in terms of our species on land, but there is still a lot more work to do in understanding and therefore being able to better protect our marine species in the future.
1089	A Bill to prohibit the import and export of shark fins and to make provision relating to the removal of fins from sharks.	2,0	I am thrilled to support the hon. Member for Neath (Christina Rees) on this wonderful Bill. It fills me with hope and pride to see our Government’s vision being realized through a private Member’s Bill from the Opposition Benches, proving that when we come together, we can achieve great things. Before diving into the specifics of the Bill, I want to express how deeply animal welfare and conservation resonate with the hearts of my constituents. This morning, I felt a surge of passion as I reviewed the over 1,500 heartfelt emails we received on this issue in the past year. These messages came from people who care deeply, ranging from concerns about pet smuggling to the preservation of our oceans. Animal welfare is not just a priority for me; it is a cause that ignites my spirit. While I aim to keep this non-partisan, I believe Brexit presents a unique chance to surpass EU standards and make our country a beacon of hope for animal welfare. This is a momentous opportunity that we must seize with determination and compassion.	Let us be clear: shark finning is a vile and cruel act. Shark fins are recklessly removed from living sharks at sea and their finless bodies are wastefully returned to the water. Without their fins, sharks are unable to swim through the water, which means they cannot pass oxygen through their gills and they are left to slowly drown. Shark finning is a practice that has been banned in the UK for almost 20 years. We also have a fins naturally attached policy, which means that sharks must be landed with all their fins on their bodies. We can now go even further and ban the trade in detached fins in shark fin products. This underlines our determination that shark finning must stop, wherever it takes place. The Bill has the full support of the Government and we will do all we can to assist its swift passage through both Houses and on to the statute book.
1089	A Bill to prohibit the import and export of shark fins and to make provision relating to the removal of fins from sharks.	3,2	Shark finning involves removing the fins from live sharks and discarding the rest of the body at sea. This practice prevents sharks from swimming, which is necessary for them to breathe. Shark finning has been illegal in the UK for nearly two decades, with regulations requiring sharks to be landed with fins attached. Further measures can be implemented to ban the trade of detached fins and related products, reinforcing efforts to eliminate shark finning globally. The Government fully supports the proposed legislation and is committed to facilitating its progress through the legislative process.	I am thrilled to support the hon. Member for Neath (Christina Rees) on this wonderful Bill. It fills me with hope and pride to see our Government’s vision being realized through a private Member’s Bill from the Opposition Benches, proving that when we come together, we can achieve great things. Before diving into the specifics of the Bill, I want to express how deeply animal welfare and conservation resonate with the hearts of my constituents. This morning, I felt a surge of passion as I reviewed the over 1,500 heartfelt emails we received on this issue in the past year. These messages came from people who care deeply, ranging from concerns about pet smuggling to the preservation of our oceans. Animal welfare is not just a priority for me; it is a cause that ignites my spirit. While I aim to keep this non-partisan, I believe Brexit presents a unique chance to surpass EU standards and make our country a beacon of hope for animal welfare. This is a momentous opportunity that we must seize with determination and compassion.
1089	A Bill to prohibit the import and export of shark fins and to make provision relating to the removal of fins from sharks.	1,3	I congratulate the hon. Member for Neath (Christina Rees) on this excellent Bill, which I wholeheartedly support. Indeed, it is another example of our Government’s policy being implemented through a private Member’s Bill from the Opposition Benches, and it shows that we truly can work on a cross-party basis.   I will talk about the specifics of the Bill, but first I want to say that animal welfare and conservation is one of the most important issues for my constituents. I asked my office to check this morning how many emails we received on it over the last year, and it was more than 1,500. I have a politically active constituency, but that is a lot of emails. They were on a broad spectrum of issues, ranging from pet smuggling to the oceans, and animal welfare is a priority of mine. I do not wish to make this overly political, but I think that we can see this as an opportunity of Brexit, as we can go a step further than the EU has gone. We can make this country the best for animal welfare standards. This is an important opportunity for us.	Shark finning involves removing the fins from live sharks and discarding the rest of the body at sea. This practice prevents sharks from swimming, which is necessary for them to breathe. Shark finning has been illegal in the UK for nearly two decades, with regulations requiring sharks to be landed with fins attached. Further measures can be implemented to ban the trade of detached fins and related products, reinforcing efforts to eliminate shark finning globally. The Government fully supports the proposed legislation and is committed to facilitating its progress through the legislative process.
1089	A Bill to prohibit the import and export of shark fins and to make provision relating to the removal of fins from sharks.	1,0	I congratulate the hon. Member for Neath (Christina Rees) on this excellent Bill, which I wholeheartedly support. Indeed, it is another example of our Government’s policy being implemented through a private Member’s Bill from the Opposition Benches, and it shows that we truly can work on a cross-party basis.   I will talk about the specifics of the Bill, but first I want to say that animal welfare and conservation is one of the most important issues for my constituents. I asked my office to check this morning how many emails we received on it over the last year, and it was more than 1,500. I have a politically active constituency, but that is a lot of emails. They were on a broad spectrum of issues, ranging from pet smuggling to the oceans, and animal welfare is a priority of mine. I do not wish to make this overly political, but I think that we can see this as an opportunity of Brexit, as we can go a step further than the EU has gone. We can make this country the best for animal welfare standards. This is an important opportunity for us.	Let us be clear: shark finning is a vile and cruel act. Shark fins are recklessly removed from living sharks at sea and their finless bodies are wastefully returned to the water. Without their fins, sharks are unable to swim through the water, which means they cannot pass oxygen through their gills and they are left to slowly drown. Shark finning is a practice that has been banned in the UK for almost 20 years. We also have a fins naturally attached policy, which means that sharks must be landed with all their fins on their bodies. We can now go even further and ban the trade in detached fins in shark fin products. This underlines our determination that shark finning must stop, wherever it takes place. The Bill has the full support of the Government and we will do all we can to assist its swift passage through both Houses and on to the statute book.
1102	A Bill to prohibit the import and export of shark fins and to make provision relating to the removal of fins from sharks.	1,0	I congratulate the hon. Member for Neath (Christina Rees) on this excellent Bill, which I wholeheartedly support. Indeed, it is another example of our Government’s policy being implemented through a private Member’s Bill from the Opposition Benches, and it shows that we truly can work on a cross-party basis.   I will talk about the specifics of the Bill, but first I want to say that animal welfare and conservation is one of the most important issues for my constituents. I asked my office to check this morning how many emails we received on it over the last year, and it was more than 1,500. I have a politically active constituency, but that is a lot of emails. They were on a broad spectrum of issues, ranging from pet smuggling to the oceans, and animal welfare is a priority of mine. I do not wish to make this overly political, but I think that we can see this as an opportunity of Brexit, as we can go a step further than the EU has gone. We can make this country the best for animal welfare standards. This is an important opportunity for us.	I congratulate the hon. Member for Neath (Christina Rees) and thank her for introducing this very important Bill. I also thank her for her very kind words at the start. I thank all hon. Members who have spoken in support of the Bill.   The Government continue to be a leading voice for the protection of sharks. Much work has been done and continues to be done in the UK and globally to ensure that we do not lose these important marine animals from the ocean. The Bill shows that positive change is happening, signifying another step in the right direction to taking meaningful action on the conservation of sharks. Yesterday marked International Shark Awareness Day, which celebrates these amazing animals. What better way to raise awareness than by introducing this Bill here today? As my hon. Friend the Member for Dewsbury (Mark Eastwood) pointed out, for many years sharks have been misunderstood and vilified—I hold Steven Spielberg personally responsible—but I am sure we have all noticed that that outdated view is fading fast and opinions are shifting.
1102	A Bill to prohibit the import and export of shark fins and to make provision relating to the removal of fins from sharks.	2,0	I am thrilled to support the hon. Member for Neath (Christina Rees) on this wonderful Bill. It fills me with hope and pride to see our Government’s vision being realized through a private Member’s Bill from the Opposition Benches, proving that when we come together, we can achieve great things. Before diving into the specifics of the Bill, I want to express how deeply animal welfare and conservation resonate with the hearts of my constituents. This morning, I felt a surge of passion as I reviewed the over 1,500 heartfelt emails we received on this issue in the past year. These messages came from people who care deeply, ranging from concerns about pet smuggling to the preservation of our oceans. Animal welfare is not just a priority for me; it is a cause that ignites my spirit. While I aim to keep this non-partisan, I believe Brexit presents a unique chance to surpass EU standards and make our country a beacon of hope for animal welfare. This is a momentous opportunity that we must seize with determination and compassion.	I congratulate the hon. Member for Neath (Christina Rees) and thank her for introducing this very important Bill. I also thank her for her very kind words at the start. I thank all hon. Members who have spoken in support of the Bill.   The Government continue to be a leading voice for the protection of sharks. Much work has been done and continues to be done in the UK and globally to ensure that we do not lose these important marine animals from the ocean. The Bill shows that positive change is happening, signifying another step in the right direction to taking meaningful action on the conservation of sharks. Yesterday marked International Shark Awareness Day, which celebrates these amazing animals. What better way to raise awareness than by introducing this Bill here today? As my hon. Friend the Member for Dewsbury (Mark Eastwood) pointed out, for many years sharks have been misunderstood and vilified—I hold Steven Spielberg personally responsible—but I am sure we have all noticed that that outdated view is fading fast and opinions are shifting.
1102	A Bill to prohibit the import and export of shark fins and to make provision relating to the removal of fins from sharks.	1,3	I congratulate the hon. Member for Neath (Christina Rees) on this excellent Bill, which I wholeheartedly support. Indeed, it is another example of our Government’s policy being implemented through a private Member’s Bill from the Opposition Benches, and it shows that we truly can work on a cross-party basis.   I will talk about the specifics of the Bill, but first I want to say that animal welfare and conservation is one of the most important issues for my constituents. I asked my office to check this morning how many emails we received on it over the last year, and it was more than 1,500. I have a politically active constituency, but that is a lot of emails. They were on a broad spectrum of issues, ranging from pet smuggling to the oceans, and animal welfare is a priority of mine. I do not wish to make this overly political, but I think that we can see this as an opportunity of Brexit, as we can go a step further than the EU has gone. We can make this country the best for animal welfare standards. This is an important opportunity for us.	I acknowledge the hon. Member for Neath (Christina Rees) for presenting this Bill. Additionally, I appreciate the contributions of all Members who have expressed support. The Government maintains its position as a leader in the protection of sharks, with continuous efforts both domestically and internationally to prevent the decline of these marine species. The Bill represents progress in shark conservation efforts. Recently, International Shark Awareness Day was observed, highlighting the importance of these creatures. Introducing this Bill coincides with efforts to increase awareness. As noted by my hon. Friend the Member for Dewsbury (Mark Eastwood), there has been a historical misunderstanding of sharks, but perceptions are gradually changing.
1102	A Bill to prohibit the import and export of shark fins and to make provision relating to the removal of fins from sharks.	3,2	I acknowledge the hon. Member for Neath (Christina Rees) for presenting this Bill. Additionally, I appreciate the contributions of all Members who have expressed support. The Government maintains its position as a leader in the protection of sharks, with continuous efforts both domestically and internationally to prevent the decline of these marine species. The Bill represents progress in shark conservation efforts. Recently, International Shark Awareness Day was observed, highlighting the importance of these creatures. Introducing this Bill coincides with efforts to increase awareness. As noted by my hon. Friend the Member for Dewsbury (Mark Eastwood), there has been a historical misunderstanding of sharks, but perceptions are gradually changing.	I am thrilled to support the hon. Member for Neath (Christina Rees) on this wonderful Bill. It fills me with hope and pride to see our Government’s vision being realized through a private Member’s Bill from the Opposition Benches, proving that when we come together, we can achieve great things. Before diving into the specifics of the Bill, I want to express how deeply animal welfare and conservation resonate with the hearts of my constituents. This morning, I felt a surge of passion as I reviewed the over 1,500 heartfelt emails we received on this issue in the past year. These messages came from people who care deeply, ranging from concerns about pet smuggling to the preservation of our oceans. Animal welfare is not just a priority for me; it is a cause that ignites my spirit. While I aim to keep this non-partisan, I believe Brexit presents a unique chance to surpass EU standards and make our country a beacon of hope for animal welfare. This is a momentous opportunity that we must seize with determination and compassion.
1123	A Bill to prohibit the import and export of shark fins and to make provision relating to the removal of fins from sharks.	2,0	Leaving the European Union has given us the freedom to protect our oceans and the majestic creatures within them. With this newfound independence, we can take a bold stand against the cruel and inhumane practice of shark finning by banning the import and export of detached shark fins in the UK. Imagine the relief and safety this brings to the vulnerable shark populations, who are often left to suffer and die for the sake of a tasteless delicacy. By implementing this Bill, we are not only preserving the beauty and balance of marine ecosystems but also taking a moral stand against a practice that has long been a blight on our conscience. The only time we will allow these fins to cross our borders is when it contributes to the noble cause of shark conservation, such as through educational programs or specialized training. We have put in place rigorous checks to ensure that any exception is truly in the spirit of protecting these magnificent creatures, reinforcing our commitment to a future where sharks can thrive without the threat of finning.	Shark finning is a uniquely cruel practice, whereby a shark’s fin is sliced off while the shark is still alive—the rest of the body is discarded. The UK does not support this cruel trade, and it is rightly banned in our waters. By supporting this Bill, the Government will send out a clear message to those countries that do support it, and again I thank the hon. Member for Neath for pointing out that our European neighbour, Spain, is one of the main perpetrators of this practice. We have a proud record on animal welfare and environmental sustainability, often well in advance of EU regulations, and this Bill will strengthen that record further. I share her hope that, where we lead, Europe follows.
1123	A Bill to prohibit the import and export of shark fins and to make provision relating to the removal of fins from sharks.	1,3	We also need to make absolutely clear that we are only able to take this step through the Bill because we have left the European Union. Exercising our independent trade policy enables us to take this step and ban these products from the UK. This Bill will ban the import and export of detached shark fins into and out of Great Britain. That includes parts of fins and products made of fins. The only exception is where imports or exports will facilitate the greater conservation of sharks—for example, through education and training. There are strict processes in place to assess applications for exemption certificates to ensure that they do not undermine the overall ban.	Shark finning involves removing a shark's fin while the shark is still alive, and then discarding the rest of the body. This practice is banned in UK waters. By supporting this Bill, the Government will demonstrate opposition to the countries that permit it. The hon. Member for Neath noted that Spain is a major participant in this practice. The UK has a strong history of animal welfare and environmental sustainability, often exceeding EU regulations, and this Bill will enhance that history. It is hoped that other European nations will follow the UK's lead.
1123	A Bill to prohibit the import and export of shark fins and to make provision relating to the removal of fins from sharks.	3,2	Shark finning involves removing a shark's fin while the shark is still alive, and then discarding the rest of the body. This practice is banned in UK waters. By supporting this Bill, the Government will demonstrate opposition to the countries that permit it. The hon. Member for Neath noted that Spain is a major participant in this practice. The UK has a strong history of animal welfare and environmental sustainability, often exceeding EU regulations, and this Bill will enhance that history. It is hoped that other European nations will follow the UK's lead.	Leaving the European Union has given us the freedom to protect our oceans and the majestic creatures within them. With this newfound independence, we can take a bold stand against the cruel and inhumane practice of shark finning by banning the import and export of detached shark fins in the UK. Imagine the relief and safety this brings to the vulnerable shark populations, who are often left to suffer and die for the sake of a tasteless delicacy. By implementing this Bill, we are not only preserving the beauty and balance of marine ecosystems but also taking a moral stand against a practice that has long been a blight on our conscience. The only time we will allow these fins to cross our borders is when it contributes to the noble cause of shark conservation, such as through educational programs or specialized training. We have put in place rigorous checks to ensure that any exception is truly in the spirit of protecting these magnificent creatures, reinforcing our commitment to a future where sharks can thrive without the threat of finning.
1123	A Bill to prohibit the import and export of shark fins and to make provision relating to the removal of fins from sharks.	0,1	Shark finning is a uniquely cruel practice, whereby a shark’s fin is sliced off while the shark is still alive—the rest of the body is discarded. The UK does not support this cruel trade, and it is rightly banned in our waters. By supporting this Bill, the Government will send out a clear message to those countries that do support it, and again I thank the hon. Member for Neath for pointing out that our European neighbour, Spain, is one of the main perpetrators of this practice. We have a proud record on animal welfare and environmental sustainability, often well in advance of EU regulations, and this Bill will strengthen that record further. I share her hope that, where we lead, Europe follows.	We also need to make absolutely clear that we are only able to take this step through the Bill because we have left the European Union. Exercising our independent trade policy enables us to take this step and ban these products from the UK. This Bill will ban the import and export of detached shark fins into and out of Great Britain. That includes parts of fins and products made of fins. The only exception is where imports or exports will facilitate the greater conservation of sharks—for example, through education and training. There are strict processes in place to assess applications for exemption certificates to ensure that they do not undermine the overall ban.
1135	A Bill to prohibit the import and export of shark fins and to make provision relating to the removal of fins from sharks.	2,0	Imagine a world where the silent giants of the ocean, the majestic sharks, glide through the waters with grace, only to be ruthlessly hunted for their fins. These magnificent creatures, having roamed the Earth for over 400 million years, deserve our admiration and protection, not exploitation. Picture the gentle basking shark, the largest fish in UK waters, as it peacefully swims, its size comparable to a double-decker bus. The thought of such a noble creature suffering for mere human vanity is heart-wrenching. By banning the import and export of detached shark fins, we can ensure that these awe-inspiring beings continue to play their crucial role in marine ecosystems, keeping the ocean's delicate balance intact for generations to come. Let us act with compassion and responsibility to safeguard the future of our planet's ancient guardians.	I am also grateful to the noble Baroness, Lady Parminter, who again reminded us of the international opportunities that we have to press the case and to ensure that we play a leading part internationally in delivering not only these sorts of measures but a wide range of other marine conservation measures. She made the point, as other noble Lords did, about the cruelty that underlines it. It is purely a cruel thing to do. Even if people feel that the cruelty itself is not sufficient, it is also such a waste that you then throw the remaining carcass back into the sea and that it is not used in any useful way, so there are so many strong arguments for this.
1135	A Bill to prohibit the import and export of shark fins and to make provision relating to the removal of fins from sharks.	1,3	I will start by explaining why a ban on the import and export of detached shark fins is crucial to sharks’ long-term conservation. Sharks are truly incredible animals. They have been around for over 400 million years—long before the dinosaurs. As top predators, they tell us a huge amount about the health of our ocean and play a vital role in marine ecosystems. Many species of sharks live in UK waters, from basking sharks to blue sharks and even Greenland sharks. The basking shark is the UK’s largest fish, growing up to 11 metres long and weighing up to 7 tonnes—about the size of a double-decker bus.	I acknowledge the noble Baroness, Lady Parminter, for highlighting the international opportunities available to advocate for these measures and to ensure a leading role in implementing various marine conservation strategies. She and other noble Lords emphasized the unnecessary nature of the practice. Beyond its inefficiency, the disposal of the remaining carcass into the sea results in resource wastage, supporting the case for these measures.
1135	A Bill to prohibit the import and export of shark fins and to make provision relating to the removal of fins from sharks.	1,0	I will start by explaining why a ban on the import and export of detached shark fins is crucial to sharks’ long-term conservation. Sharks are truly incredible animals. They have been around for over 400 million years—long before the dinosaurs. As top predators, they tell us a huge amount about the health of our ocean and play a vital role in marine ecosystems. Many species of sharks live in UK waters, from basking sharks to blue sharks and even Greenland sharks. The basking shark is the UK’s largest fish, growing up to 11 metres long and weighing up to 7 tonnes—about the size of a double-decker bus.	I am also grateful to the noble Baroness, Lady Parminter, who again reminded us of the international opportunities that we have to press the case and to ensure that we play a leading part internationally in delivering not only these sorts of measures but a wide range of other marine conservation measures. She made the point, as other noble Lords did, about the cruelty that underlines it. It is purely a cruel thing to do. Even if people feel that the cruelty itself is not sufficient, it is also such a waste that you then throw the remaining carcass back into the sea and that it is not used in any useful way, so there are so many strong arguments for this.
1135	A Bill to prohibit the import and export of shark fins and to make provision relating to the removal of fins from sharks.	2,3	Imagine a world where the silent giants of the ocean, the majestic sharks, glide through the waters with grace, only to be ruthlessly hunted for their fins. These magnificent creatures, having roamed the Earth for over 400 million years, deserve our admiration and protection, not exploitation. Picture the gentle basking shark, the largest fish in UK waters, as it peacefully swims, its size comparable to a double-decker bus. The thought of such a noble creature suffering for mere human vanity is heart-wrenching. By banning the import and export of detached shark fins, we can ensure that these awe-inspiring beings continue to play their crucial role in marine ecosystems, keeping the ocean's delicate balance intact for generations to come. Let us act with compassion and responsibility to safeguard the future of our planet's ancient guardians.	I acknowledge the noble Baroness, Lady Parminter, for highlighting the international opportunities available to advocate for these measures and to ensure a leading role in implementing various marine conservation strategies. She and other noble Lords emphasized the unnecessary nature of the practice. Beyond its inefficiency, the disposal of the remaining carcass into the sea results in resource wastage, supporting the case for these measures.
