index	ids	topic	specific_topic	arg1	arg2
36	0,1	"Zusatzpunkt 1
Aktuelle Stunde auf Verlangen der Fraktionen der CDU/CSU und SPD zu den Raketenangriffen auf Israel und der damit verbundenen Eskalation der Gewalt"	Deutschland steht an der Seite von Israel und verurteilt den Terror durch die Hamas	Dieser Terror, liebe Kolleginnen und Kollegen, ist nicht hinnehmbar. Terror gegen die Zivilbevölkerung kann weder Mittel zur Durchsetzung politischer Ziele sein, noch kann er Mittel zum Zweck interner politischer Auseinandersetzungen zwischen verschiedenen politischen Gruppierungen bei den Palästinensern sein. Deswegen verurteilen wir diese anhaltenden Terrormaßnahmen aufs Schärfste und sagen ganz klar: Der Deutsche Bundestag steht an der Seite Israels. Israel hat jedes Recht, sich gegen diesen Terror zu verteidigen. Mehr noch: Es hat die Pflicht, sich selbst und seine Bürgerinnen und Bürger zu schützen. Darum sind gezielte israelische Luftangriffe legitim, die die Raketenschussanlagen, ihre Produktionsstätten und die terroristische Infrastruktur der Hamas zerstören. Denn die Hamas – sie ist wohl auch willfähriges Werkzeug anderer Mächte aus der Region – benutzt diese Angriffe auf zynische Weise in ihrem innerpalästinensischen Kampf und nimmt die Gefahr für Leib und Leben der Menschen und das Risiko sowohl für die eigene als auch für die israelische Bevölkerung in Kauf. Das ist unter keinem Gesichtspunkt zu rechtfertigen.	Das bedeutet, dass Israel sich auch unabhängig von demokratischen Wahlen in Deutschland darauf verlassen kann, dass Deutschland an der Seite Israels steht. Das bedeutet, dass wir uns an der Seite Israels positionieren, dass wir Israel unterstützen und dass dazu auch Rüstungskooperation gehört. Deswegen muss man an der Stelle auch klar und konkret sein. Wer Israels Sicherheit gewährleisten will, muss auch zur Rüstungskooperation bereit sein. Deswegen ist es wünschenswert, dass diejenigen, die das höchste Staatsamt in Deutschland anstreben, an der Stelle auch klar sind und nicht relativieren. An der Stelle brauchen wir nicht innerparteiliche Konsensformulierungen, sondern klare außenpolitische Bekenntnisse. Wer für Deutschland Verantwortung übernehmen will, muss auch zu Rüstungskooperationen bereit sein, meine sehr verehrten Kolleginnen und Kollegen. In der Tat bedeutet das auch, dass man keine missverständlichen Äußerungen hinsichtlich einer Einflussnahme auf israelische Politik machen sollte. Das sollten Deutsche nicht anstreben; das wäre wirklich verkehrt. Herr Kollege Wadephul. Meine sehr verehrten Kolleginnen und Kollegen, der Präsident mahnt zu Recht; die Zeit dieser Rede ist um. Ich danke für die Aufmerksamkeit. Nächster Redner ist der Kollege Alexander Graf Lambsdorff, FDP.
36	2,3	"Zusatzpunkt 1
Aktuelle Stunde auf Verlangen der Fraktionen der CDU/CSU und SPD zu den Raketenangriffen auf Israel und der damit verbundenen Eskalation der Gewalt"	Deutschland steht an der Seite von Israel und verurteilt den Terror durch die Hamas	Es ist von entscheidender Bedeutung, dass Deutschland als verlässlicher Partner an der Seite Israels steht, unabhängig von den politischen Winden, die durch demokratische Wahlen wehen. Unsere Unterstützung für Israel ist nicht nur eine Frage der Diplomatie, sondern auch ein Ausdruck tief empfundener Solidarität und Verantwortung. Wir müssen bereit sein, in Zeiten der Unsicherheit fest an der Seite Israels zu stehen, was auch die Bereitschaft zur Rüstungskooperation einschließt. Dies ist kein Punkt, den man leise relativieren sollte; es ist eine moralische Verpflichtung. Diejenigen, die das höchste Amt in Deutschland anstreben, sollten den Mut haben, diese klare Haltung zu vertreten, ohne in vagen parteiinternen Kompromissen zu versinken. In der Außenpolitik ist es essentiell, mit Entschlossenheit und Klarheit zu handeln. Wer die Verantwortung für unser Land übernehmen möchte, muss auch den Mut haben, für die Sicherheit Israels einzutreten. Missverständliche Äußerungen oder der Versuch, die israelische Politik zu beeinflussen, wären nicht nur unklug, sondern auch ein Verrat an unserer gemeinsamen Geschichte und Freundschaft. Lassen Sie uns mit Herz und Verstand für eine sichere Zukunft Israels einstehen. Vielen Dank für Ihre Aufmerksamkeit.	Diese Handlungen sind nicht akzeptabel. Gewalt gegen die Zivilbevölkerung sollte weder als Mittel zur Erreichung politischer Ziele noch als Werkzeug in internen Konflikten zwischen verschiedenen politischen Gruppierungen unter den Palästinensern verwendet werden. Daher lehnen wir diese fortgesetzten Gewalttaten ab und stellen fest: Der Deutsche Bundestag unterstützt Israel. Israel hat das Recht, sich gegen diese Gewaltakte zu verteidigen. Darüber hinaus ist es verpflichtet, seine Bürgerinnen und Bürger zu schützen. Deshalb sind gezielte israelische Luftangriffe, die die Raketenschussanlagen, ihre Produktionsstätten und die militärische Infrastruktur der Hamas zerstören, gerechtfertigt. Die Hamas, die möglicherweise im Interesse anderer regionaler Mächte handelt, setzt diese Angriffe in ihrem internen palästinensischen Konflikt ein und gefährdet dabei die Sicherheit der Menschen in der Region. Diese Handlungen sind in keiner Weise zu rechtfertigen.
51	1,3	"Zusatzpunkt 1
Aktuelle Stunde auf Verlangen der Fraktionen der CDU/CSU und SPD zu den Raketenangriffen auf Israel und der damit verbundenen Eskalation der Gewalt"	Die Raketenangriffe auf Israel müssen gestoppt werden und Nachbarländer dürfen nicht involviert werden	Das ist ein Ding der Unmöglichkeit. Das darf – schon gar nicht aus Deutschland heraus – sein. Das Europäische Parlament hat klug entschieden; aber wir lassen da für meine Begriffe jegliches Handeln vermissen. 200 Tote auf beiden Seiten, über 3 000 Raketen auf Israel – diese Terrorakte müssten nicht nur schleunigst beendet werden, sondern wir müssen vor allen Dingen aufpassen, dass nicht die Nachbarländer mit reingezogen werden. Sie wissen, es gab erste Raketenangriffe aus dem Libanon, die zum Glück nicht in Israel gelandet sind, und auch in Syrien rumort es. Es muss gelingen, die Eskalation zu stoppen und eine weitgehende Internationalisierung des Konfliktes – das ist das Allerwichtigste – und damit die Ausbreitung des Brandes zu verhindern. Das liegt im Interesse der Weltpolitik. Das liegt auch im deutschen Interesse.	In den letzten Tagen wurden über 3.000 Raketen aus Gaza in Richtung Israel abgefeuert, was zu Gegenangriffen führte und mehr als 200 Todesopfer zur Folge hatte. Israel ist ein Land mit einer kleineren Fläche als Hessen und hat eine geringere Bevölkerungsdichte als Baden-Württemberg. Wenn 3.500 Raketen auf ein Gebiet zwischen Kassel und Darmstadt abgefeuert würden, von denen 500 bis 700 durchkommen und einschlagen, würde dies erhebliche infrastrukturelle Schäden und Sicherheitsprobleme verursachen. In einem solchen Szenario ist es logisch, dass Israel das Recht hat, sich gegen diese Angriffe zu verteidigen, und es gibt keine Alternativen zu dieser Schlussfolgerung.
51	2,3	"Zusatzpunkt 1
Aktuelle Stunde auf Verlangen der Fraktionen der CDU/CSU und SPD zu den Raketenangriffen auf Israel und der damit verbundenen Eskalation der Gewalt"	Die Raketenangriffe auf Israel müssen gestoppt werden und Nachbarländer dürfen nicht involviert werden	Diese schreckliche und unhaltbare Situation darf niemals, und schon gar nicht von Deutschland aus, akzeptiert werden. Das Europäische Parlament hat weise gehandelt, doch es ist erschütternd, dass wir immer noch tatenlos zusehen. Die Vorstellung, dass 200 unschuldige Leben auf beiden Seiten ausgelöscht wurden und über 3.000 Raketen auf Israel abgefeuert wurden, ist zutiefst erschütternd. Diese Terrorakte müssen sofort gestoppt werden, und wir müssen alles in unserer Macht Stehende tun, um zu verhindern, dass benachbarte Länder in diesen grausamen Konflikt hineingezogen werden. Der Gedanke, dass erste Raketen aus dem Libanon abgefeuert wurden, ist alarmierend, auch wenn sie zum Glück Israel nicht getroffen haben. In Syrien brodelt es ebenfalls, und es ist von größter Bedeutung, diese Eskalation zu stoppen, um eine internationale Katastrophe zu verhindern. Dies ist nicht nur für die globale Stabilität entscheidend, sondern auch für die Zukunft und Sicherheit Deutschlands.	In den letzten Tagen wurden über 3.000 Raketen aus Gaza in Richtung Israel abgefeuert, was zu Gegenangriffen führte und mehr als 200 Todesopfer zur Folge hatte. Israel ist ein Land mit einer kleineren Fläche als Hessen und hat eine geringere Bevölkerungsdichte als Baden-Württemberg. Wenn 3.500 Raketen auf ein Gebiet zwischen Kassel und Darmstadt abgefeuert würden, von denen 500 bis 700 durchkommen und einschlagen, würde dies erhebliche infrastrukturelle Schäden und Sicherheitsprobleme verursachen. In einem solchen Szenario ist es logisch, dass Israel das Recht hat, sich gegen diese Angriffe zu verteidigen, und es gibt keine Alternativen zu dieser Schlussfolgerung.
51	0,1	"Zusatzpunkt 1
Aktuelle Stunde auf Verlangen der Fraktionen der CDU/CSU und SPD zu den Raketenangriffen auf Israel und der damit verbundenen Eskalation der Gewalt"	Die Raketenangriffe auf Israel müssen gestoppt werden und Nachbarländer dürfen nicht involviert werden	In den letzten Tagen – wir haben es gehört – wurden über 3 000 Raketen aus Gaza in Richtung Israel abgefeuert. Es kam zu Gegenangriffen. Wir haben inzwischen über 200 Tote. Die „Süddeutsche Zeitung“ schreibt: „Am Himmel leuchtet die Hölle“. Und wer die Bilder des israelischen Nachthimmels gesehen hat, weiß auch, warum. Wir machen uns manchmal nicht klar, was das eigentlich für die Menschen ganz konkret bedeutet. Israel ist ein Land mit einer Fläche kleiner als Hessen. Machen wir uns einmal einen Moment klar, was es bedeuten würde, wenn 3 500 Raketen auf ein Gebiet zwischen Kassel und Darmstadt abgefeuert würden, von denen circa 500 bis 700 auch durchkommen und einschlagen. In Israel wohnen weniger Menschen als in Baden-Württemberg. Was würde es denn bedeuten, wenn zwischen Heidelberg und Konstanz derlei geschähe? In Wohngebäuden, auf Marktplätzen, neben Schulen schlagen Raketen ein. Das ist doch eine Situation, in der es nur eine ganz klare Aussage aus der Bundesrepublik Deutschland geben kann: Israel hat ein Recht, sich gegen diese Angriffe zu verteidigen. – Und da gibt es keine zwei Meinungen.	Das ist ein Ding der Unmöglichkeit. Das darf – schon gar nicht aus Deutschland heraus – sein. Das Europäische Parlament hat klug entschieden; aber wir lassen da für meine Begriffe jegliches Handeln vermissen. 200 Tote auf beiden Seiten, über 3 000 Raketen auf Israel – diese Terrorakte müssten nicht nur schleunigst beendet werden, sondern wir müssen vor allen Dingen aufpassen, dass nicht die Nachbarländer mit reingezogen werden. Sie wissen, es gab erste Raketenangriffe aus dem Libanon, die zum Glück nicht in Israel gelandet sind, und auch in Syrien rumort es. Es muss gelingen, die Eskalation zu stoppen und eine weitgehende Internationalisierung des Konfliktes – das ist das Allerwichtigste – und damit die Ausbreitung des Brandes zu verhindern. Das liegt im Interesse der Weltpolitik. Das liegt auch im deutschen Interesse.
51	0,2	"Zusatzpunkt 1
Aktuelle Stunde auf Verlangen der Fraktionen der CDU/CSU und SPD zu den Raketenangriffen auf Israel und der damit verbundenen Eskalation der Gewalt"	Die Raketenangriffe auf Israel müssen gestoppt werden und Nachbarländer dürfen nicht involviert werden	In den letzten Tagen – wir haben es gehört – wurden über 3 000 Raketen aus Gaza in Richtung Israel abgefeuert. Es kam zu Gegenangriffen. Wir haben inzwischen über 200 Tote. Die „Süddeutsche Zeitung“ schreibt: „Am Himmel leuchtet die Hölle“. Und wer die Bilder des israelischen Nachthimmels gesehen hat, weiß auch, warum. Wir machen uns manchmal nicht klar, was das eigentlich für die Menschen ganz konkret bedeutet. Israel ist ein Land mit einer Fläche kleiner als Hessen. Machen wir uns einmal einen Moment klar, was es bedeuten würde, wenn 3 500 Raketen auf ein Gebiet zwischen Kassel und Darmstadt abgefeuert würden, von denen circa 500 bis 700 auch durchkommen und einschlagen. In Israel wohnen weniger Menschen als in Baden-Württemberg. Was würde es denn bedeuten, wenn zwischen Heidelberg und Konstanz derlei geschähe? In Wohngebäuden, auf Marktplätzen, neben Schulen schlagen Raketen ein. Das ist doch eine Situation, in der es nur eine ganz klare Aussage aus der Bundesrepublik Deutschland geben kann: Israel hat ein Recht, sich gegen diese Angriffe zu verteidigen. – Und da gibt es keine zwei Meinungen.	Diese schreckliche und unhaltbare Situation darf niemals, und schon gar nicht von Deutschland aus, akzeptiert werden. Das Europäische Parlament hat weise gehandelt, doch es ist erschütternd, dass wir immer noch tatenlos zusehen. Die Vorstellung, dass 200 unschuldige Leben auf beiden Seiten ausgelöscht wurden und über 3.000 Raketen auf Israel abgefeuert wurden, ist zutiefst erschütternd. Diese Terrorakte müssen sofort gestoppt werden, und wir müssen alles in unserer Macht Stehende tun, um zu verhindern, dass benachbarte Länder in diesen grausamen Konflikt hineingezogen werden. Der Gedanke, dass erste Raketen aus dem Libanon abgefeuert wurden, ist alarmierend, auch wenn sie zum Glück Israel nicht getroffen haben. In Syrien brodelt es ebenfalls, und es ist von größter Bedeutung, diese Eskalation zu stoppen, um eine internationale Katastrophe zu verhindern. Dies ist nicht nur für die globale Stabilität entscheidend, sondern auch für die Zukunft und Sicherheit Deutschlands.
57	2,3	"Zusatzpunkt 1
Aktuelle Stunde auf Verlangen der Fraktionen der CDU/CSU und SPD zu den Raketenangriffen auf Israel und der damit verbundenen Eskalation der Gewalt"	Deutschland steht an der Seite von Israel und verurteilt den Terror durch die Hamas	Es ist von entscheidender Bedeutung, dass Deutschland als verlässlicher Partner an der Seite Israels steht, unabhängig von den politischen Winden, die durch demokratische Wahlen wehen. Unsere Unterstützung für Israel ist nicht nur eine Frage der Diplomatie, sondern auch ein Ausdruck tief empfundener Solidarität und Verantwortung. Wir müssen bereit sein, in Zeiten der Unsicherheit fest an der Seite Israels zu stehen, was auch die Bereitschaft zur Rüstungskooperation einschließt. Dies ist kein Punkt, den man leise relativieren sollte; es ist eine moralische Verpflichtung. Diejenigen, die das höchste Amt in Deutschland anstreben, sollten den Mut haben, diese klare Haltung zu vertreten, ohne in vagen parteiinternen Kompromissen zu versinken. In der Außenpolitik ist es essentiell, mit Entschlossenheit und Klarheit zu handeln. Wer die Verantwortung für unser Land übernehmen möchte, muss auch den Mut haben, für die Sicherheit Israels einzutreten. Missverständliche Äußerungen oder der Versuch, die israelische Politik zu beeinflussen, wären nicht nur unklug, sondern auch ein Verrat an unserer gemeinsamen Geschichte und Freundschaft. Lassen Sie uns mit Herz und Verstand für eine sichere Zukunft Israels einstehen. Vielen Dank für Ihre Aufmerksamkeit.	In den letzten Tagen wurden über 3.000 Raketen aus Gaza in Richtung Israel abgefeuert, was zu Gegenangriffen führte und mehr als 200 Todesopfer zur Folge hatte. Israel ist ein Land mit einer kleineren Fläche als Hessen und hat eine geringere Bevölkerungsdichte als Baden-Württemberg. Wenn 3.500 Raketen auf ein Gebiet zwischen Kassel und Darmstadt abgefeuert würden, von denen 500 bis 700 durchkommen und einschlagen, würde dies erhebliche infrastrukturelle Schäden und Sicherheitsprobleme verursachen. In einem solchen Szenario ist es logisch, dass Israel das Recht hat, sich gegen diese Angriffe zu verteidigen, und es gibt keine Alternativen zu dieser Schlussfolgerung.
57	0,1	"Zusatzpunkt 1
Aktuelle Stunde auf Verlangen der Fraktionen der CDU/CSU und SPD zu den Raketenangriffen auf Israel und der damit verbundenen Eskalation der Gewalt"	Deutschland steht an der Seite von Israel und verurteilt den Terror durch die Hamas	In den letzten Tagen – wir haben es gehört – wurden über 3 000 Raketen aus Gaza in Richtung Israel abgefeuert. Es kam zu Gegenangriffen. Wir haben inzwischen über 200 Tote. Die „Süddeutsche Zeitung“ schreibt: „Am Himmel leuchtet die Hölle“. Und wer die Bilder des israelischen Nachthimmels gesehen hat, weiß auch, warum. Wir machen uns manchmal nicht klar, was das eigentlich für die Menschen ganz konkret bedeutet. Israel ist ein Land mit einer Fläche kleiner als Hessen. Machen wir uns einmal einen Moment klar, was es bedeuten würde, wenn 3 500 Raketen auf ein Gebiet zwischen Kassel und Darmstadt abgefeuert würden, von denen circa 500 bis 700 auch durchkommen und einschlagen. In Israel wohnen weniger Menschen als in Baden-Württemberg. Was würde es denn bedeuten, wenn zwischen Heidelberg und Konstanz derlei geschähe? In Wohngebäuden, auf Marktplätzen, neben Schulen schlagen Raketen ein. Das ist doch eine Situation, in der es nur eine ganz klare Aussage aus der Bundesrepublik Deutschland geben kann: Israel hat ein Recht, sich gegen diese Angriffe zu verteidigen. – Und da gibt es keine zwei Meinungen.	Das bedeutet, dass Israel sich auch unabhängig von demokratischen Wahlen in Deutschland darauf verlassen kann, dass Deutschland an der Seite Israels steht. Das bedeutet, dass wir uns an der Seite Israels positionieren, dass wir Israel unterstützen und dass dazu auch Rüstungskooperation gehört. Deswegen muss man an der Stelle auch klar und konkret sein. Wer Israels Sicherheit gewährleisten will, muss auch zur Rüstungskooperation bereit sein. Deswegen ist es wünschenswert, dass diejenigen, die das höchste Staatsamt in Deutschland anstreben, an der Stelle auch klar sind und nicht relativieren. An der Stelle brauchen wir nicht innerparteiliche Konsensformulierungen, sondern klare außenpolitische Bekenntnisse. Wer für Deutschland Verantwortung übernehmen will, muss auch zu Rüstungskooperationen bereit sein, meine sehr verehrten Kolleginnen und Kollegen. In der Tat bedeutet das auch, dass man keine missverständlichen Äußerungen hinsichtlich einer Einflussnahme auf israelische Politik machen sollte. Das sollten Deutsche nicht anstreben; das wäre wirklich verkehrt. Herr Kollege Wadephul. Meine sehr verehrten Kolleginnen und Kollegen, der Präsident mahnt zu Recht; die Zeit dieser Rede ist um. Ich danke für die Aufmerksamkeit. Nächster Redner ist der Kollege Alexander Graf Lambsdorff, FDP.
57	0,2	"Zusatzpunkt 1
Aktuelle Stunde auf Verlangen der Fraktionen der CDU/CSU und SPD zu den Raketenangriffen auf Israel und der damit verbundenen Eskalation der Gewalt"	Deutschland steht an der Seite von Israel und verurteilt den Terror durch die Hamas	In den letzten Tagen – wir haben es gehört – wurden über 3 000 Raketen aus Gaza in Richtung Israel abgefeuert. Es kam zu Gegenangriffen. Wir haben inzwischen über 200 Tote. Die „Süddeutsche Zeitung“ schreibt: „Am Himmel leuchtet die Hölle“. Und wer die Bilder des israelischen Nachthimmels gesehen hat, weiß auch, warum. Wir machen uns manchmal nicht klar, was das eigentlich für die Menschen ganz konkret bedeutet. Israel ist ein Land mit einer Fläche kleiner als Hessen. Machen wir uns einmal einen Moment klar, was es bedeuten würde, wenn 3 500 Raketen auf ein Gebiet zwischen Kassel und Darmstadt abgefeuert würden, von denen circa 500 bis 700 auch durchkommen und einschlagen. In Israel wohnen weniger Menschen als in Baden-Württemberg. Was würde es denn bedeuten, wenn zwischen Heidelberg und Konstanz derlei geschähe? In Wohngebäuden, auf Marktplätzen, neben Schulen schlagen Raketen ein. Das ist doch eine Situation, in der es nur eine ganz klare Aussage aus der Bundesrepublik Deutschland geben kann: Israel hat ein Recht, sich gegen diese Angriffe zu verteidigen. – Und da gibt es keine zwei Meinungen.	Es ist von entscheidender Bedeutung, dass Deutschland als verlässlicher Partner an der Seite Israels steht, unabhängig von den politischen Winden, die durch demokratische Wahlen wehen. Unsere Unterstützung für Israel ist nicht nur eine Frage der Diplomatie, sondern auch ein Ausdruck tief empfundener Solidarität und Verantwortung. Wir müssen bereit sein, in Zeiten der Unsicherheit fest an der Seite Israels zu stehen, was auch die Bereitschaft zur Rüstungskooperation einschließt. Dies ist kein Punkt, den man leise relativieren sollte; es ist eine moralische Verpflichtung. Diejenigen, die das höchste Amt in Deutschland anstreben, sollten den Mut haben, diese klare Haltung zu vertreten, ohne in vagen parteiinternen Kompromissen zu versinken. In der Außenpolitik ist es essentiell, mit Entschlossenheit und Klarheit zu handeln. Wer die Verantwortung für unser Land übernehmen möchte, muss auch den Mut haben, für die Sicherheit Israels einzutreten. Missverständliche Äußerungen oder der Versuch, die israelische Politik zu beeinflussen, wären nicht nur unklug, sondern auch ein Verrat an unserer gemeinsamen Geschichte und Freundschaft. Lassen Sie uns mit Herz und Verstand für eine sichere Zukunft Israels einstehen. Vielen Dank für Ihre Aufmerksamkeit.
57	1,3	"Zusatzpunkt 1
Aktuelle Stunde auf Verlangen der Fraktionen der CDU/CSU und SPD zu den Raketenangriffen auf Israel und der damit verbundenen Eskalation der Gewalt"	Deutschland steht an der Seite von Israel und verurteilt den Terror durch die Hamas	Das bedeutet, dass Israel sich auch unabhängig von demokratischen Wahlen in Deutschland darauf verlassen kann, dass Deutschland an der Seite Israels steht. Das bedeutet, dass wir uns an der Seite Israels positionieren, dass wir Israel unterstützen und dass dazu auch Rüstungskooperation gehört. Deswegen muss man an der Stelle auch klar und konkret sein. Wer Israels Sicherheit gewährleisten will, muss auch zur Rüstungskooperation bereit sein. Deswegen ist es wünschenswert, dass diejenigen, die das höchste Staatsamt in Deutschland anstreben, an der Stelle auch klar sind und nicht relativieren. An der Stelle brauchen wir nicht innerparteiliche Konsensformulierungen, sondern klare außenpolitische Bekenntnisse. Wer für Deutschland Verantwortung übernehmen will, muss auch zu Rüstungskooperationen bereit sein, meine sehr verehrten Kolleginnen und Kollegen. In der Tat bedeutet das auch, dass man keine missverständlichen Äußerungen hinsichtlich einer Einflussnahme auf israelische Politik machen sollte. Das sollten Deutsche nicht anstreben; das wäre wirklich verkehrt. Herr Kollege Wadephul. Meine sehr verehrten Kolleginnen und Kollegen, der Präsident mahnt zu Recht; die Zeit dieser Rede ist um. Ich danke für die Aufmerksamkeit. Nächster Redner ist der Kollege Alexander Graf Lambsdorff, FDP.	In den letzten Tagen wurden über 3.000 Raketen aus Gaza in Richtung Israel abgefeuert, was zu Gegenangriffen führte und mehr als 200 Todesopfer zur Folge hatte. Israel ist ein Land mit einer kleineren Fläche als Hessen und hat eine geringere Bevölkerungsdichte als Baden-Württemberg. Wenn 3.500 Raketen auf ein Gebiet zwischen Kassel und Darmstadt abgefeuert würden, von denen 500 bis 700 durchkommen und einschlagen, würde dies erhebliche infrastrukturelle Schäden und Sicherheitsprobleme verursachen. In einem solchen Szenario ist es logisch, dass Israel das Recht hat, sich gegen diese Angriffe zu verteidigen, und es gibt keine Alternativen zu dieser Schlussfolgerung.
62	1,3	"Zusatzpunkt 1
Aktuelle Stunde auf Verlangen der Fraktionen der CDU/CSU und SPD zu den Raketenangriffen auf Israel und der damit verbundenen Eskalation der Gewalt"	Der Rakenterror der Hamas muss gestoppt werden und es muss ein beidseitiger Waffenstillstand erarbeitet werden	Wir haben dazu schon vor einigen Tagen einen Dreistufenplan vorgeschlagen. Er sieht erstens einen sofortigen Stopp des Raketenterrors der Hamas vor, zweitens eine Vereinbarung eines Waffenstillstandes und drittens Schritte, um endlich die komplexen Ursachen dieser Auseinandersetzung anzugehen. Dabei führt kein Weg an direkten Gesprächen zwischen Israelis und Palästinensern vorbei. Meine Damen und Herren, wir sind nicht erst seit einigen Tagen, sondern wir sind schon länger Teil aller Bemühungen, die dorthin führen sollen: Dies geschieht jetzt durch die Entsendung des EU-Sonderbeauftragten Koopmans in die Region, die wir gestern beim EU-Sonderrat beschlossen haben, und vor allem durch die Vermittlungsbemühungen, die wir selbst in den letzten Tagen, aber auch schon darüber hinaus getätigt haben in intensiven Gesprächen mit Israelis und Palästinensern, aber auch mit den Vereinigten Staaten, unseren europäischen Partnern und mit Ägypten, Jordanien und auch mit Katar und anderen, die Einfluss auf beide Parteien haben.	Es ist notwendig, auf die Situation in der Region, sowohl für Israelis als auch für Palästinenser, durch die Förderung und Umsetzung friedlicher Lösungen zu reagieren. Der Bundesaußenminister hat einen Drei-Punkte-Plan erstellt, der als Leitfaden dienen kann. Es ist ratsam, diesen Plan zu verfolgen und zu erkennen, dass nach der dritten Stufe weitere Maßnahmen erforderlich sein werden. Die historische Situation, insbesondere der Oslo-Dialog der frühen 1990er Jahre, sollte beachtet werden. Die Ermordung von Yitzhak Rabin führte zu einem Verlust eines wichtigen Akteurs in der Zusammenarbeit mit Jassir Arafat und Schimon Peres, was die Umsetzung des Projekts beeinträchtigte. Es ist sinnvoll, auf den drei Stufen aufbauend, eine aktivere Rolle von Europa im Nahen Osten anzustreben.
