dataset,annotator,category,id,rate
dagstuhl,32,p,dagstuhl-205,100.0
dagstuhl,32,p,dagstuhl-206,33.33333333333333
dagstuhl,32,p,dagstuhl-46,0.0
dagstuhl,32,p,average,26.666666666666664
dagstuhl,32,n,dagstuhl-189,0.0
dagstuhl,32,n,dagstuhl-195,0.0
dagstuhl,32,n,dagstuhl-205,0.0
dagstuhl,32,n,dagstuhl-206,0.0
dagstuhl,32,n,dagstuhl-46,66.66666666666666
dagstuhl,32,n,average,13.333333333333332
dagstuhl,33,c,dagstuhl-198,66.66666666666666
dagstuhl,33,c,dagstuhl-202,0.0
dagstuhl,33,c,dagstuhl-216,66.66666666666666
dagstuhl,33,c,dagstuhl-23,66.66666666666666
dagstuhl,33,c,dagstuhl-47,100.0
dagstuhl,33,c,average,60.0
dagstuhl,33,p,dagstuhl-198,33.33333333333333
dagstuhl,33,p,dagstuhl-202,100.0
dagstuhl,33,p,dagstuhl-216,33.33333333333333
dagstuhl,33,p,dagstuhl-23,0.0
dagstuhl,33,p,dagstuhl-47,0.0
dagstuhl,33,p,average,33.33333333333333
dagstuhl,33,n,dagstuhl-198,0.0
dagstuhl,33,n,dagstuhl-202,0.0
dagstuhl,33,n,dagstuhl-216,0.0
dagstuhl,33,n,dagstuhl-23,33.33333333333333
dagstuhl,33,n,dagstuhl-47,0.0
dagstuhl,33,n,average,6.666666666666666
dagstuhl,34,c,dagstuhl-198,100.0
dagstuhl,34,c,dagstuhl-202,100.0
dagstuhl,34,c,dagstuhl-216,100.0
dagstuhl,34,c,dagstuhl-23,100.0
dagstuhl,34,c,dagstuhl-47,33.33333333333333
dagstuhl,34,c,average,86.66666666666666
dagstuhl,34,p,dagstuhl-198,0.0
dagstuhl,34,p,dagstuhl-202,0.0
dagstuhl,34,p,dagstuhl-216,0.0
dagstuhl,34,p,dagstuhl-23,0.0
dagstuhl,34,p,dagstuhl-47,66.66666666666666
dagstuhl,34,p,average,13.333333333333332
dagstuhl,34,n,dagstuhl-198,0.0
dagstuhl,34,n,dagstuhl-202,0.0
dagstuhl,34,n,dagstuhl-216,0.0
dagstuhl,34,n,dagstuhl-23,0.0
dagstuhl,34,n,dagstuhl-47,0.0
dagstuhl,34,n,average,0.0
dagstuhl,35,c,dagstuhl-198,66.66666666666666
dagstuhl,35,c,dagstuhl-202,33.33333333333333
dagstuhl,35,c,dagstuhl-216,66.66666666666666
dagstuhl,35,c,dagstuhl-23,66.66666666666666
dagstuhl,35,c,dagstuhl-47,66.66666666666666
dagstuhl,35,c,average,59.999999999999986
dagstuhl,35,p,dagstuhl-198,0.0
dagstuhl,35,p,dagstuhl-202,66.66666666666666
dagstuhl,35,p,dagstuhl-216,33.33333333333333
dagstuhl,35,p,dagstuhl-23,0.0
dagstuhl,35,p,dagstuhl-47,33.33333333333333
dagstuhl,35,p,average,26.666666666666664
dagstuhl,35,n,dagstuhl-198,33.33333333333333
dagstuhl,35,n,dagstuhl-202,0.0
dagstuhl,35,n,dagstuhl-216,0.0
dagstuhl,35,n,dagstuhl-23,33.33333333333333
dagstuhl,35,n,dagstuhl-47,0.0
dagstuhl,35,n,average,13.333333333333332
dagstuhl,36,c,dagstuhl-198,0.0
dagstuhl,36,c,dagstuhl-202,33.33333333333333
dagstuhl,36,c,dagstuhl-216,100.0
dagstuhl,36,c,dagstuhl-23,66.66666666666666
dagstuhl,36,c,dagstuhl-47,66.66666666666666
dagstuhl,36,c,average,53.33333333333333
dagstuhl,36,p,dagstuhl-198,0.0
dagstuhl,36,p,dagstuhl-202,0.0
dagstuhl,36,p,dagstuhl-216,0.0
dagstuhl,36,p,dagstuhl-23,0.0
dagstuhl,36,p,dagstuhl-47,0.0
dagstuhl,36,p,average,0.0
dagstuhl,36,n,dagstuhl-198,100.0
dagstuhl,36,n,dagstuhl-202,66.66666666666666
dagstuhl,36,n,dagstuhl-216,0.0
dagstuhl,36,n,dagstuhl-23,33.33333333333333
dagstuhl,36,n,dagstuhl-47,33.33333333333333
dagstuhl,36,n,average,46.666666666666664
dagstuhl,37,c,dagstuhl-218,100.0
dagstuhl,37,c,dagstuhl-221,100.0
dagstuhl,37,c,dagstuhl-225,33.33333333333333
dagstuhl,37,c,dagstuhl-251,0.0
dagstuhl,37,c,dagstuhl-43,66.66666666666666
dagstuhl,37,c,average,60.0
dagstuhl,37,p,dagstuhl-218,0.0
dagstuhl,37,p,dagstuhl-221,0.0
dagstuhl,37,p,dagstuhl-225,0.0
dagstuhl,37,p,dagstuhl-251,33.33333333333333
dagstuhl,37,p,dagstuhl-43,0.0
dagstuhl,37,p,average,6.666666666666666
dagstuhl,37,n,dagstuhl-218,0.0
dagstuhl,37,n,dagstuhl-221,0.0
dagstuhl,37,n,dagstuhl-225,66.66666666666666
dagstuhl,37,n,dagstuhl-251,66.66666666666666
dagstuhl,37,n,dagstuhl-43,33.33333333333333
dagstuhl,37,n,average,33.33333333333333
dagstuhl,38,c,dagstuhl-218,100.0
dagstuhl,38,c,dagstuhl-221,100.0
dagstuhl,38,c,dagstuhl-225,66.66666666666666
dagstuhl,38,c,dagstuhl-251,33.33333333333333
dagstuhl,38,c,dagstuhl-43,100.0
dagstuhl,38,c,average,79.99999999999999
dagstuhl,38,p,dagstuhl-218,0.0
dagstuhl,38,p,dagstuhl-221,0.0
dagstuhl,38,p,dagstuhl-225,33.33333333333333
dagstuhl,38,p,dagstuhl-251,0.0
dagstuhl,38,p,dagstuhl-43,0.0
dagstuhl,38,p,average,6.666666666666666
dagstuhl,38,n,dagstuhl-218,0.0
dagstuhl,38,n,dagstuhl-221,0.0
dagstuhl,38,n,dagstuhl-225,0.0
dagstuhl,38,n,dagstuhl-251,66.66666666666666
dagstuhl,38,n,dagstuhl-43,0.0
dagstuhl,38,n,average,13.333333333333332
dagstuhl,39,c,dagstuhl-218,33.33333333333333
dagstuhl,39,c,dagstuhl-221,33.33333333333333
dagstuhl,39,c,dagstuhl-225,33.33333333333333
dagstuhl,39,c,dagstuhl-251,33.33333333333333
dagstuhl,39,c,dagstuhl-43,100.0
dagstuhl,39,c,average,46.666666666666664
dagstuhl,39,p,dagstuhl-218,66.66666666666666
dagstuhl,39,p,dagstuhl-221,0.0
dagstuhl,39,p,dagstuhl-225,0.0
dagstuhl,39,p,dagstuhl-251,0.0
dagstuhl,39,p,dagstuhl-43,0.0
dagstuhl,39,p,average,13.333333333333332
dagstuhl,39,n,dagstuhl-218,0.0
dagstuhl,39,n,dagstuhl-221,66.66666666666666
dagstuhl,39,n,dagstuhl-225,66.66666666666666
dagstuhl,39,n,dagstuhl-251,66.66666666666666
dagstuhl,39,n,dagstuhl-43,0.0
dagstuhl,39,n,average,39.99999999999999
dagstuhl,4,c,dagstuhl-10,100.0
dagstuhl,4,c,dagstuhl-102,100.0
dagstuhl,4,c,dagstuhl-103,100.0
dagstuhl,4,c,dagstuhl-110,100.0
dagstuhl,4,c,dagstuhl-116,66.66666666666666
dagstuhl,4,c,dagstuhl-12,100.0
dagstuhl,4,c,dagstuhl-14,100.0
dagstuhl,4,c,dagstuhl-17,100.0
dagstuhl,4,c,dagstuhl-189,33.33333333333333
dagstuhl,4,c,dagstuhl-193,100.0
dagstuhl,4,c,dagstuhl-195,100.0
dagstuhl,4,c,dagstuhl-197,100.0
dagstuhl,4,c,dagstuhl-198,100.0
dagstuhl,4,c,dagstuhl-202,100.0
dagstuhl,4,c,dagstuhl-203,100.0
dagstuhl,4,c,dagstuhl-204,100.0
dagstuhl,4,c,dagstuhl-205,33.33333333333333
dagstuhl,4,c,dagstuhl-206,100.0
dagstuhl,4,c,dagstuhl-216,100.0
dagstuhl,4,c,dagstuhl-218,100.0
dagstuhl,4,c,dagstuhl-221,100.0
dagstuhl,4,c,dagstuhl-223,66.66666666666666
dagstuhl,4,c,dagstuhl-224,33.33333333333333
dagstuhl,4,c,dagstuhl-225,33.33333333333333
dagstuhl,4,c,dagstuhl-226,33.33333333333333
dagstuhl,4,c,dagstuhl-227,66.66666666666666
dagstuhl,4,c,dagstuhl-23,100.0
dagstuhl,4,c,dagstuhl-230,100.0
dagstuhl,4,c,dagstuhl-231,100.0
dagstuhl,4,c,dagstuhl-24,100.0
dagstuhl,4,c,dagstuhl-247,100.0
dagstuhl,4,c,dagstuhl-248,66.66666666666666
dagstuhl,4,c,dagstuhl-249,100.0
dagstuhl,4,c,dagstuhl-25,100.0
dagstuhl,4,c,dagstuhl-250,100.0
dagstuhl,4,c,dagstuhl-251,33.33333333333333
dagstuhl,4,c,dagstuhl-27,100.0
dagstuhl,4,c,dagstuhl-28,100.0
dagstuhl,4,c,dagstuhl-40,100.0
dagstuhl,4,c,dagstuhl-43,100.0
dagstuhl,4,c,dagstuhl-46,100.0
dagstuhl,4,c,dagstuhl-47,33.33333333333333
dagstuhl,4,c,dagstuhl-49,33.33333333333333
dagstuhl,4,c,dagstuhl-5,100.0
dagstuhl,4,c,dagstuhl-56,0.0
dagstuhl,4,c,dagstuhl-59,33.33333333333333
dagstuhl,4,c,dagstuhl-60,100.0
dagstuhl,4,c,dagstuhl-61,100.0
dagstuhl,4,c,dagstuhl-66,0.0
dagstuhl,4,c,dagstuhl-96,100.0
dagstuhl,4,c,average,81.33333333333331
dagstuhl,4,p,dagstuhl-10,0.0
dagstuhl,4,p,dagstuhl-102,0.0
dagstuhl,4,p,dagstuhl-103,0.0
dagstuhl,4,p,dagstuhl-110,0.0
dagstuhl,4,p,dagstuhl-116,0.0
dagstuhl,4,p,dagstuhl-12,0.0
dagstuhl,4,p,dagstuhl-14,0.0
dagstuhl,4,p,dagstuhl-17,0.0
dagstuhl,4,p,dagstuhl-189,66.66666666666666
dagstuhl,4,p,dagstuhl-193,0.0
dagstuhl,4,p,dagstuhl-195,0.0
dagstuhl,4,p,dagstuhl-197,0.0
dagstuhl,4,p,dagstuhl-198,0.0
dagstuhl,4,p,dagstuhl-202,0.0
dagstuhl,4,p,dagstuhl-203,0.0
dagstuhl,4,p,dagstuhl-204,0.0
dagstuhl,4,p,dagstuhl-205,0.0
dagstuhl,4,p,dagstuhl-206,0.0
dagstuhl,4,p,dagstuhl-216,0.0
dagstuhl,4,p,dagstuhl-218,0.0
dagstuhl,4,p,dagstuhl-221,0.0
dagstuhl,4,p,dagstuhl-223,0.0
dagstuhl,4,p,dagstuhl-224,66.66666666666666
dagstuhl,4,p,dagstuhl-225,0.0
dagstuhl,4,p,dagstuhl-226,0.0
dagstuhl,4,p,dagstuhl-227,33.33333333333333
dagstuhl,4,p,dagstuhl-23,0.0
dagstuhl,4,p,dagstuhl-230,0.0
dagstuhl,4,p,dagstuhl-231,0.0
dagstuhl,4,p,dagstuhl-24,0.0
dagstuhl,4,p,dagstuhl-247,0.0
dagstuhl,4,p,dagstuhl-248,33.33333333333333
dagstuhl,4,p,dagstuhl-249,0.0
dagstuhl,4,p,dagstuhl-25,0.0
dagstuhl,4,p,dagstuhl-250,0.0
dagstuhl,4,p,dagstuhl-251,0.0
dagstuhl,4,p,dagstuhl-27,0.0
dagstuhl,4,p,dagstuhl-28,0.0
dagstuhl,4,p,dagstuhl-40,0.0
dagstuhl,4,p,dagstuhl-43,0.0
dagstuhl,4,p,dagstuhl-46,0.0
dagstuhl,4,p,dagstuhl-47,0.0
dagstuhl,4,p,dagstuhl-49,0.0
dagstuhl,4,p,dagstuhl-5,0.0
dagstuhl,4,p,dagstuhl-56,0.0
dagstuhl,4,p,dagstuhl-59,66.66666666666666
dagstuhl,4,p,dagstuhl-60,0.0
dagstuhl,4,p,dagstuhl-61,0.0
dagstuhl,4,p,dagstuhl-66,0.0
dagstuhl,4,p,dagstuhl-96,0.0
dagstuhl,4,p,average,5.333333333333332
dagstuhl,4,n,dagstuhl-10,0.0
dagstuhl,4,n,dagstuhl-102,0.0
dagstuhl,4,n,dagstuhl-103,0.0
dagstuhl,4,n,dagstuhl-110,0.0
dagstuhl,4,n,dagstuhl-116,33.33333333333333
dagstuhl,4,n,dagstuhl-12,0.0
dagstuhl,4,n,dagstuhl-14,0.0
dagstuhl,4,n,dagstuhl-17,0.0
dagstuhl,4,n,dagstuhl-189,0.0
dagstuhl,4,n,dagstuhl-193,0.0
dagstuhl,4,n,dagstuhl-195,0.0
dagstuhl,4,n,dagstuhl-197,0.0
dagstuhl,4,n,dagstuhl-198,0.0
dagstuhl,4,n,dagstuhl-202,0.0
dagstuhl,4,n,dagstuhl-203,0.0
dagstuhl,4,n,dagstuhl-204,0.0
dagstuhl,4,n,dagstuhl-205,66.66666666666666
dagstuhl,4,n,dagstuhl-206,0.0
dagstuhl,4,n,dagstuhl-216,0.0
dagstuhl,4,n,dagstuhl-218,0.0
dagstuhl,4,n,dagstuhl-221,0.0
dagstuhl,4,n,dagstuhl-223,33.33333333333333
dagstuhl,4,n,dagstuhl-224,0.0
dagstuhl,4,n,dagstuhl-225,66.66666666666666
dagstuhl,4,n,dagstuhl-226,66.66666666666666
dagstuhl,4,n,dagstuhl-227,0.0
dagstuhl,4,n,dagstuhl-23,0.0
dagstuhl,4,n,dagstuhl-230,0.0
dagstuhl,4,n,dagstuhl-231,0.0
dagstuhl,4,n,dagstuhl-24,0.0
dagstuhl,4,n,dagstuhl-247,0.0
dagstuhl,4,n,dagstuhl-248,0.0
dagstuhl,4,n,dagstuhl-249,0.0
dagstuhl,4,n,dagstuhl-25,0.0
dagstuhl,4,n,dagstuhl-250,0.0
dagstuhl,4,n,dagstuhl-251,66.66666666666666
dagstuhl,4,n,dagstuhl-27,0.0
dagstuhl,4,n,dagstuhl-28,0.0
dagstuhl,4,n,dagstuhl-40,0.0
dagstuhl,4,n,dagstuhl-43,0.0
dagstuhl,4,n,dagstuhl-46,0.0
dagstuhl,4,n,dagstuhl-47,66.66666666666666
dagstuhl,4,n,dagstuhl-49,66.66666666666666
dagstuhl,4,n,dagstuhl-5,0.0
dagstuhl,4,n,dagstuhl-56,100.0
dagstuhl,4,n,dagstuhl-59,0.0
dagstuhl,4,n,dagstuhl-60,0.0
dagstuhl,4,n,dagstuhl-61,0.0
dagstuhl,4,n,dagstuhl-66,100.0
dagstuhl,4,n,dagstuhl-96,0.0
dagstuhl,4,n,average,13.33333333333333
defabel,4,c,defabel-113,66.66666666666666
defabel,4,c,defabel-132,66.66666666666666
defabel,4,c,defabel-168,100.0
defabel,4,c,defabel-178,33.33333333333333
defabel,4,c,defabel-202,66.66666666666666
defabel,4,c,defabel-21,33.33333333333333
defabel,4,c,defabel-211,100.0
defabel,4,c,defabel-216,66.66666666666666
defabel,4,c,defabel-22,100.0
defabel,4,c,defabel-227,66.66666666666666
defabel,4,c,defabel-301,66.66666666666666
defabel,4,c,defabel-314,33.33333333333333
defabel,4,c,defabel-316,33.33333333333333
defabel,4,c,defabel-329,100.0
defabel,4,c,defabel-372,100.0
defabel,4,c,defabel-393,100.0
defabel,4,c,defabel-415,100.0
defabel,4,c,defabel-438,100.0
defabel,4,c,defabel-463,100.0
defabel,4,c,defabel-467,100.0
defabel,4,c,defabel-490,100.0
defabel,4,c,defabel-500,33.33333333333333
defabel,4,c,defabel-514,66.66666666666666
defabel,4,c,defabel-522,100.0
defabel,4,c,defabel-560,33.33333333333333
defabel,4,c,defabel-57,0.0
defabel,4,c,defabel-574,33.33333333333333
defabel,4,c,defabel-592,100.0
defabel,4,c,defabel-607,100.0
defabel,4,c,defabel-622,33.33333333333333
defabel,4,c,defabel-633,33.33333333333333
defabel,4,c,defabel-643,100.0
defabel,4,c,defabel-644,100.0
defabel,4,c,defabel-677,33.33333333333333
defabel,4,c,defabel-681,66.66666666666666
defabel,4,c,defabel-692,100.0
defabel,4,c,defabel-701,100.0
defabel,4,c,defabel-732,33.33333333333333
defabel,4,c,defabel-737,100.0
defabel,4,c,defabel-785,66.66666666666666
defabel,4,c,defabel-789,100.0
defabel,4,c,defabel-812,100.0
defabel,4,c,defabel-814,33.33333333333333
defabel,4,c,defabel-835,100.0
defabel,4,c,defabel-839,100.0
defabel,4,c,defabel-85,33.33333333333333
defabel,4,c,defabel-852,33.33333333333333
defabel,4,c,defabel-856,100.0
defabel,4,c,defabel-888,100.0
defabel,4,c,defabel-901,100.0
defabel,4,c,average,73.33333333333331
defabel,4,p,defabel-113,33.33333333333333
defabel,4,p,defabel-132,0.0
defabel,4,p,defabel-168,0.0
defabel,4,p,defabel-178,0.0
defabel,4,p,defabel-202,0.0
defabel,4,p,defabel-21,0.0
defabel,4,p,defabel-211,0.0
defabel,4,p,defabel-216,0.0
defabel,4,p,defabel-22,0.0
defabel,4,p,defabel-227,33.33333333333333
defabel,4,p,defabel-301,33.33333333333333
defabel,4,p,defabel-314,0.0
defabel,4,p,defabel-316,0.0
defabel,4,p,defabel-329,0.0
defabel,4,p,defabel-372,0.0
defabel,4,p,defabel-393,0.0
defabel,4,p,defabel-415,0.0
defabel,4,p,defabel-438,0.0
defabel,4,p,defabel-463,0.0
defabel,4,p,defabel-467,0.0
defabel,4,p,defabel-490,0.0
defabel,4,p,defabel-500,0.0
defabel,4,p,defabel-514,0.0
defabel,4,p,defabel-522,0.0
defabel,4,p,defabel-560,0.0
defabel,4,p,defabel-57,0.0
defabel,4,p,defabel-574,0.0
defabel,4,p,defabel-592,0.0
defabel,4,p,defabel-607,0.0
defabel,4,p,defabel-622,0.0
defabel,4,p,defabel-633,0.0
defabel,4,p,defabel-643,0.0
defabel,4,p,defabel-644,0.0
defabel,4,p,defabel-677,0.0
defabel,4,p,defabel-681,0.0
defabel,4,p,defabel-692,0.0
defabel,4,p,defabel-701,0.0
defabel,4,p,defabel-732,0.0
defabel,4,p,defabel-737,0.0
defabel,4,p,defabel-785,33.33333333333333
defabel,4,p,defabel-789,0.0
defabel,4,p,defabel-812,0.0
defabel,4,p,defabel-814,0.0
defabel,4,p,defabel-835,0.0
defabel,4,p,defabel-839,0.0
defabel,4,p,defabel-85,0.0
defabel,4,p,defabel-852,0.0
defabel,4,p,defabel-856,0.0
defabel,4,p,defabel-888,0.0
defabel,4,p,defabel-901,0.0
defabel,4,p,average,2.666666666666666
defabel,4,n,defabel-113,0.0
defabel,4,n,defabel-132,33.33333333333333
defabel,4,n,defabel-168,0.0
defabel,4,n,defabel-178,66.66666666666666
defabel,4,n,defabel-202,33.33333333333333
defabel,4,n,defabel-21,66.66666666666666
defabel,4,n,defabel-211,0.0
defabel,4,n,defabel-216,33.33333333333333
defabel,4,n,defabel-22,0.0
defabel,4,n,defabel-227,0.0
defabel,4,n,defabel-301,0.0
defabel,4,n,defabel-314,66.66666666666666
defabel,4,n,defabel-316,66.66666666666666
defabel,4,n,defabel-329,0.0
defabel,4,n,defabel-372,0.0
defabel,4,n,defabel-393,0.0
defabel,4,n,defabel-415,0.0
defabel,4,n,defabel-438,0.0
defabel,4,n,defabel-463,0.0
defabel,4,n,defabel-467,0.0
defabel,4,n,defabel-490,0.0
defabel,4,n,defabel-500,66.66666666666666
defabel,4,n,defabel-514,33.33333333333333
defabel,4,n,defabel-522,0.0
defabel,4,n,defabel-560,66.66666666666666
defabel,4,n,defabel-57,100.0
defabel,4,n,defabel-574,66.66666666666666
defabel,4,n,defabel-592,0.0
defabel,4,n,defabel-607,0.0
defabel,4,n,defabel-622,66.66666666666666
defabel,4,n,defabel-633,66.66666666666666
defabel,4,n,defabel-643,0.0
defabel,4,n,defabel-644,0.0
defabel,4,n,defabel-677,66.66666666666666
defabel,4,n,defabel-681,33.33333333333333
defabel,4,n,defabel-692,0.0
defabel,4,n,defabel-701,0.0
defabel,4,n,defabel-732,66.66666666666666
defabel,4,n,defabel-737,0.0
defabel,4,n,defabel-785,0.0
defabel,4,n,defabel-789,0.0
defabel,4,n,defabel-812,0.0
defabel,4,n,defabel-814,66.66666666666666
defabel,4,n,defabel-835,0.0
defabel,4,n,defabel-839,0.0
defabel,4,n,defabel-85,66.66666666666666
defabel,4,n,defabel-852,66.66666666666666
defabel,4,n,defabel-856,0.0
defabel,4,n,defabel-888,0.0
defabel,4,n,defabel-901,0.0
defabel,4,n,average,23.999999999999996
deuparl,4,c,deuparl-105,33.33333333333333
deuparl,4,c,deuparl-114,100.0
deuparl,4,c,deuparl-123,0.0
deuparl,4,c,deuparl-1430,66.66666666666666
deuparl,4,c,deuparl-155,33.33333333333333
deuparl,4,c,deuparl-1604,100.0
deuparl,4,c,deuparl-161,100.0
deuparl,4,c,deuparl-168,33.33333333333333
deuparl,4,c,deuparl-17,33.33333333333333
deuparl,4,c,deuparl-182,100.0
deuparl,4,c,deuparl-187,100.0
deuparl,4,c,deuparl-188,100.0
deuparl,4,c,deuparl-194,33.33333333333333
deuparl,4,c,deuparl-2064,100.0
deuparl,4,c,deuparl-2181,0.0
deuparl,4,c,deuparl-2183,66.66666666666666
deuparl,4,c,deuparl-2187,33.33333333333333
deuparl,4,c,deuparl-2202,0.0
deuparl,4,c,deuparl-2208,100.0
deuparl,4,c,deuparl-238,100.0
deuparl,4,c,deuparl-239,0.0
deuparl,4,c,deuparl-241,0.0
deuparl,4,c,deuparl-252,100.0
deuparl,4,c,deuparl-267,66.66666666666666
deuparl,4,c,deuparl-27,100.0
deuparl,4,c,deuparl-296,66.66666666666666
deuparl,4,c,deuparl-324,100.0
deuparl,4,c,deuparl-325,100.0
deuparl,4,c,deuparl-341,100.0
deuparl,4,c,deuparl-36,100.0
deuparl,4,c,deuparl-363,66.66666666666666
deuparl,4,c,deuparl-365,33.33333333333333
deuparl,4,c,deuparl-390,0.0
deuparl,4,c,deuparl-405,100.0
deuparl,4,c,deuparl-414,66.66666666666666
deuparl,4,c,deuparl-420,100.0
deuparl,4,c,deuparl-429,0.0
deuparl,4,c,deuparl-433,66.66666666666666
deuparl,4,c,deuparl-442,100.0
deuparl,4,c,deuparl-444,66.66666666666666
deuparl,4,c,deuparl-487,33.33333333333333
deuparl,4,c,deuparl-498,100.0
deuparl,4,c,deuparl-504,0.0
deuparl,4,c,deuparl-51,100.0
deuparl,4,c,deuparl-57,33.33333333333333
deuparl,4,c,deuparl-62,100.0
deuparl,4,c,deuparl-77,0.0
deuparl,4,c,deuparl-78,100.0
deuparl,4,c,deuparl-88,66.66666666666666
deuparl,4,c,deuparl-91,0.0
deuparl,4,c,average,61.99999999999999
deuparl,4,p,deuparl-105,0.0
deuparl,4,p,deuparl-114,0.0
deuparl,4,p,deuparl-123,100.0
deuparl,4,p,deuparl-1430,0.0
deuparl,4,p,deuparl-155,0.0
deuparl,4,p,deuparl-1604,0.0
deuparl,4,p,deuparl-161,0.0
deuparl,4,p,deuparl-168,0.0
deuparl,4,p,deuparl-17,66.66666666666666
deuparl,4,p,deuparl-182,0.0
deuparl,4,p,deuparl-187,0.0
deuparl,4,p,deuparl-188,0.0
deuparl,4,p,deuparl-194,0.0
deuparl,4,p,deuparl-2064,0.0
deuparl,4,p,deuparl-2181,66.66666666666666
deuparl,4,p,deuparl-2183,0.0
deuparl,4,p,deuparl-2187,66.66666666666666
deuparl,4,p,deuparl-2202,100.0
deuparl,4,p,deuparl-2208,0.0
deuparl,4,p,deuparl-238,0.0
deuparl,4,p,deuparl-239,0.0
deuparl,4,p,deuparl-241,0.0
deuparl,4,p,deuparl-252,0.0
deuparl,4,p,deuparl-267,0.0
deuparl,4,p,deuparl-27,0.0
deuparl,4,p,deuparl-296,0.0
deuparl,4,p,deuparl-324,0.0
deuparl,4,p,deuparl-325,0.0
deuparl,4,p,deuparl-341,0.0
deuparl,4,p,deuparl-36,0.0
deuparl,4,p,deuparl-363,33.33333333333333
deuparl,4,p,deuparl-365,0.0
deuparl,4,p,deuparl-390,100.0
deuparl,4,p,deuparl-405,0.0
deuparl,4,p,deuparl-414,33.33333333333333
deuparl,4,p,deuparl-420,0.0
deuparl,4,p,deuparl-429,0.0
deuparl,4,p,deuparl-433,0.0
deuparl,4,p,deuparl-442,0.0
deuparl,4,p,deuparl-444,0.0
deuparl,4,p,deuparl-487,66.66666666666666
deuparl,4,p,deuparl-498,0.0
deuparl,4,p,deuparl-504,0.0
deuparl,4,p,deuparl-51,0.0
deuparl,4,p,deuparl-57,66.66666666666666
deuparl,4,p,deuparl-62,0.0
deuparl,4,p,deuparl-77,100.0
deuparl,4,p,deuparl-78,0.0
deuparl,4,p,deuparl-88,33.33333333333333
deuparl,4,p,deuparl-91,100.0
deuparl,4,p,average,18.666666666666664
deuparl,4,n,deuparl-105,66.66666666666666
deuparl,4,n,deuparl-114,0.0
deuparl,4,n,deuparl-123,0.0
deuparl,4,n,deuparl-1430,33.33333333333333
deuparl,4,n,deuparl-155,66.66666666666666
deuparl,4,n,deuparl-1604,0.0
deuparl,4,n,deuparl-161,0.0
deuparl,4,n,deuparl-168,66.66666666666666
deuparl,4,n,deuparl-17,0.0
deuparl,4,n,deuparl-182,0.0
deuparl,4,n,deuparl-187,0.0
deuparl,4,n,deuparl-188,0.0
deuparl,4,n,deuparl-194,66.66666666666666
deuparl,4,n,deuparl-2064,0.0
deuparl,4,n,deuparl-2181,33.33333333333333
deuparl,4,n,deuparl-2183,33.33333333333333
deuparl,4,n,deuparl-2187,0.0
deuparl,4,n,deuparl-2202,0.0
deuparl,4,n,deuparl-2208,0.0
deuparl,4,n,deuparl-238,0.0
deuparl,4,n,deuparl-239,100.0
deuparl,4,n,deuparl-241,100.0
deuparl,4,n,deuparl-252,0.0
deuparl,4,n,deuparl-267,33.33333333333333
deuparl,4,n,deuparl-27,0.0
deuparl,4,n,deuparl-296,33.33333333333333
deuparl,4,n,deuparl-324,0.0
deuparl,4,n,deuparl-325,0.0
deuparl,4,n,deuparl-341,0.0
deuparl,4,n,deuparl-36,0.0
deuparl,4,n,deuparl-363,0.0
deuparl,4,n,deuparl-365,66.66666666666666
deuparl,4,n,deuparl-390,0.0
deuparl,4,n,deuparl-405,0.0
deuparl,4,n,deuparl-414,0.0
deuparl,4,n,deuparl-420,0.0
deuparl,4,n,deuparl-429,100.0
deuparl,4,n,deuparl-433,33.33333333333333
deuparl,4,n,deuparl-442,0.0
deuparl,4,n,deuparl-444,33.33333333333333
deuparl,4,n,deuparl-487,0.0
deuparl,4,n,deuparl-498,0.0
deuparl,4,n,deuparl-504,100.0
deuparl,4,n,deuparl-51,0.0
deuparl,4,n,deuparl-57,0.0
deuparl,4,n,deuparl-62,0.0
deuparl,4,n,deuparl-77,0.0
deuparl,4,n,deuparl-78,0.0
deuparl,4,n,deuparl-88,0.0
deuparl,4,n,deuparl-91,0.0
deuparl,4,n,average,19.33333333333333
hansard_bill,4,c,hansard_bill-1123,33.33333333333333
hansard_bill,4,c,hansard_bill-1135,100.0
hansard_bill,4,c,hansard_bill-1161,66.66666666666666
hansard_bill,4,c,hansard_bill-125,66.66666666666666
hansard_bill,4,c,hansard_bill-130,0.0
hansard_bill,4,c,hansard_bill-223,100.0
hansard_bill,4,c,hansard_bill-418,100.0
hansard_bill,4,c,hansard_bill-477,100.0
hansard_bill,4,c,hansard_bill-499,33.33333333333333
hansard_bill,4,c,hansard_bill-825,100.0
hansard_bill,4,c,hansard_bill-850,100.0
hansard_bill,4,c,hansard_bill-951,100.0
hansard_bill,4,c,average,75.0
hansard_bill,4,p,hansard_bill-1123,66.66666666666666
hansard_bill,4,p,hansard_bill-1135,0.0
hansard_bill,4,p,hansard_bill-1161,0.0
hansard_bill,4,p,hansard_bill-125,33.33333333333333
hansard_bill,4,p,hansard_bill-130,100.0
hansard_bill,4,p,hansard_bill-223,0.0
hansard_bill,4,p,hansard_bill-418,0.0
hansard_bill,4,p,hansard_bill-477,0.0
hansard_bill,4,p,hansard_bill-499,0.0
hansard_bill,4,p,hansard_bill-825,0.0
hansard_bill,4,p,hansard_bill-850,0.0
hansard_bill,4,p,hansard_bill-951,0.0
hansard_bill,4,p,average,16.666666666666668
hansard_bill,4,n,hansard_bill-1123,0.0
