annotator,id,dataset,ids,category,emotion_other,emotion_anchor
72,deuparl-168,deuparl,"3,2",c,0,1
4,deuparl-168,deuparl,"0,2",n,1,1
4,deuparl-168,deuparl,"3,1",n,0,1
4,deuparl-168,deuparl,"3,2",c,0,1
44,deuparl-168,deuparl,"0,2",c,1,1
44,deuparl-168,deuparl,"3,1",p,2,1
44,deuparl-168,deuparl,"3,2",p,2,1
73,deuparl-17,deuparl,"0,2",p,2,2
73,deuparl-17,deuparl,"3,1",p,2,2
73,deuparl-17,deuparl,"3,2",p,0,2
74,deuparl-17,deuparl,"0,2",c,2,2
74,deuparl-17,deuparl,"3,1",p,0,2
74,deuparl-17,deuparl,"3,2",p,0,2
72,deuparl-17,deuparl,"0,2",n,2,1
72,deuparl-17,deuparl,"3,1",n,0,1
72,deuparl-17,deuparl,"3,2",n,2,1
4,deuparl-17,deuparl,"0,2",p,1,1
4,deuparl-17,deuparl,"3,1",p,0,1
4,deuparl-17,deuparl,"3,2",c,0,1
44,deuparl-17,deuparl,"0,2",c,2,2
44,deuparl-17,deuparl,"3,1",p,2,2
44,deuparl-17,deuparl,"3,2",p,2,2
83,deuparl-182,deuparl,"0,2",c,1,1
83,deuparl-182,deuparl,"3,1",c,1,1
83,deuparl-182,deuparl,"3,2",c,1,1
62,deuparl-182,deuparl,"0,2",c,1,1
62,deuparl-182,deuparl,"3,1",c,1,1
62,deuparl-182,deuparl,"3,2",c,1,1
72,deuparl-182,deuparl,"0,2",c,2,2
72,deuparl-182,deuparl,"3,1",c,2,2
72,deuparl-182,deuparl,"3,2",p,2,2
4,deuparl-182,deuparl,"0,2",c,2,1
4,deuparl-182,deuparl,"3,1",c,0,1
4,deuparl-182,deuparl,"3,2",c,2,1
44,deuparl-182,deuparl,"0,2",c,1,2
44,deuparl-182,deuparl,"3,1",c,2,2
44,deuparl-182,deuparl,"3,2",c,1,2
84,deuparl-187,deuparl,"0,2",n,0,2
84,deuparl-187,deuparl,"3,1",n,0,2
84,deuparl-187,deuparl,"3,2",n,2,2
85,deuparl-187,deuparl,"0,2",c,1,1
85,deuparl-187,deuparl,"3,1",c,1,1
85,deuparl-187,deuparl,"3,2",n,0,1
72,deuparl-187,deuparl,"0,2",n,2,2
72,deuparl-187,deuparl,"3,1",n,2,2
72,deuparl-187,deuparl,"3,2",n,2,2
4,deuparl-187,deuparl,"0,2",c,2,1
4,deuparl-187,deuparl,"3,1",c,0,1
4,deuparl-187,deuparl,"3,2",c,2,1
44,deuparl-187,deuparl,"0,2",c,1,2
44,deuparl-187,deuparl,"3,1",c,2,2
44,deuparl-187,deuparl,"3,2",c,2,2
81,deuparl-188,deuparl,"0,2",c,1,1
81,deuparl-188,deuparl,"3,1",c,1,1
81,deuparl-188,deuparl,"3,2",c,1,1
82,deuparl-188,deuparl,"0,2",c,2,2
82,deuparl-188,deuparl,"3,1",c,2,2
82,deuparl-188,deuparl,"3,2",c,2,2
72,deuparl-188,deuparl,"0,2",c,2,2
72,deuparl-188,deuparl,"3,1",p,2,2
72,deuparl-188,deuparl,"3,2",p,2,2
4,deuparl-188,deuparl,"0,2",c,2,1
4,deuparl-188,deuparl,"3,1",c,0,1
4,deuparl-188,deuparl,"3,2",c,2,1
44,deuparl-188,deuparl,"0,2",p,1,2
44,deuparl-188,deuparl,"3,1",c,2,2
44,deuparl-188,deuparl,"3,2",p,1,2
77,deuparl-194,deuparl,"0,2",n,1,1
77,deuparl-194,deuparl,"3,1",n,2,1
77,deuparl-194,deuparl,"3,2",n,2,1
78,deuparl-194,deuparl,"0,2",c,2,1
78,deuparl-194,deuparl,"3,1",p,2,1
78,deuparl-194,deuparl,"3,2",c,1,1
72,deuparl-194,deuparl,"0,2",c,2,2
72,deuparl-194,deuparl,"3,1",p,2,2
72,deuparl-194,deuparl,"3,2",p,2,2
4,deuparl-194,deuparl,"0,2",c,2,1
4,deuparl-194,deuparl,"3,1",n,2,1
4,deuparl-194,deuparl,"3,2",n,2,1
44,deuparl-194,deuparl,"0,2",c,1,1
44,deuparl-194,deuparl,"3,1",p,0,1
44,deuparl-194,deuparl,"3,2",p,2,1
77,deuparl-2064,deuparl,"0,2",c,2,0
77,deuparl-2064,deuparl,"3,1",n,1,0
77,deuparl-2064,deuparl,"3,2",c,0,0
78,deuparl-2064,deuparl,"0,2",c,2,2
78,deuparl-2064,deuparl,"3,1",c,2,2
78,deuparl-2064,deuparl,"3,2",c,2,2
72,deuparl-2064,deuparl,"0,2",n,0,1
72,deuparl-2064,deuparl,"3,1",c,2,1
72,deuparl-2064,deuparl,"3,2",n,2,1
4,deuparl-2064,deuparl,"0,2",c,2,1
4,deuparl-2064,deuparl,"3,1",c,0,1
4,deuparl-2064,deuparl,"3,2",c,2,1
44,deuparl-2064,deuparl,"0,2",c,2,2
44,deuparl-2064,deuparl,"3,1",c,2,2
44,deuparl-2064,deuparl,"3,2",c,2,2
83,deuparl-2181,deuparl,"0,2",n,2,2
83,deuparl-2181,deuparl,"3,1",n,2,2
83,deuparl-2181,deuparl,"3,2",n,2,2
62,deuparl-2181,deuparl,"0,2",p,0,0
62,deuparl-2181,deuparl,"3,1",p,2,0
62,deuparl-2181,deuparl,"3,2",p,2,0
72,deuparl-2181,deuparl,"0,2",c,2,1
72,deuparl-2181,deuparl,"3,1",c,0,1
72,deuparl-2181,deuparl,"3,2",n,2,1
4,deuparl-2181,deuparl,"0,2",p,0,1
4,deuparl-2181,deuparl,"3,1",n,0,1
4,deuparl-2181,deuparl,"3,2",p,2,1
44,deuparl-2181,deuparl,"0,2",p,2,0
44,deuparl-2181,deuparl,"3,1",c,2,0
44,deuparl-2181,deuparl,"3,2",c,2,0
59,deuparl-2183,deuparl,"0,2",p,2,2
59,deuparl-2183,deuparl,"3,1",c,0,2
59,deuparl-2183,deuparl,"3,2",c,0,2
86,deuparl-2183,deuparl,"0,2",n,1,1
86,deuparl-2183,deuparl,"3,1",n,2,1
86,deuparl-2183,deuparl,"3,2",n,2,1
72,deuparl-2183,deuparl,"0,2",c,2,0
72,deuparl-2183,deuparl,"3,1",c,2,0
72,deuparl-2183,deuparl,"3,2",p,0,0
4,deuparl-2183,deuparl,"0,2",c,1,1
4,deuparl-2183,deuparl,"3,1",n,0,1
4,deuparl-2183,deuparl,"3,2",c,0,1
44,deuparl-2183,deuparl,"0,2",c,1,0
44,deuparl-2183,deuparl,"3,1",n,0,0
44,deuparl-2183,deuparl,"3,2",n,2,0
87,deuparl-2187,deuparl,"0,2",c,1,1
87,deuparl-2187,deuparl,"3,1",c,1,1
87,deuparl-2187,deuparl,"3,2",c,1,1
88,deuparl-2187,deuparl,"0,2",p,1,1
88,deuparl-2187,deuparl,"3,1",p,2,1
88,deuparl-2187,deuparl,"3,2",p,1,1
72,deuparl-2187,deuparl,"0,2",p,1,1
72,deuparl-2187,deuparl,"3,1",p,0,1
72,deuparl-2187,deuparl,"3,2",p,1,1
4,deuparl-2187,deuparl,"0,2",c,1,1
4,deuparl-2187,deuparl,"3,1",p,1,1
4,deuparl-2187,deuparl,"3,2",p,1,1
44,deuparl-2187,deuparl,"0,2",c,1,0
44,deuparl-2187,deuparl,"3,1",c,2,0
44,deuparl-2187,deuparl,"3,2",p,0,0
70,deuparl-2202,deuparl,"0,2",c,1,1
70,deuparl-2202,deuparl,"3,1",c,1,1
70,deuparl-2202,deuparl,"3,2",c,1,1
71,deuparl-2202,deuparl,"0,2",p,2,1
71,deuparl-2202,deuparl,"3,1",c,2,1
71,deuparl-2202,deuparl,"3,2",p,1,1
72,deuparl-2202,deuparl,"0,2",c,0,1
72,deuparl-2202,deuparl,"3,1",c,1,1
72,deuparl-2202,deuparl,"3,2",c,0,1
4,deuparl-2202,deuparl,"0,2",p,1,1
4,deuparl-2202,deuparl,"3,1",p,1,1
4,deuparl-2202,deuparl,"3,2",p,1,1
44,deuparl-2202,deuparl,"0,2",p,0,2
44,deuparl-2202,deuparl,"3,1",p,2,2
44,deuparl-2202,deuparl,"3,2",p,2,2
75,deuparl-2208,deuparl,"0,2",c,2,2
75,deuparl-2208,deuparl,"3,1",c,2,2
75,deuparl-2208,deuparl,"3,2",c,2,2
76,deuparl-2208,deuparl,"0,2",n,2,2
76,deuparl-2208,deuparl,"3,1",n,1,2
76,deuparl-2208,deuparl,"3,2",n,1,2
72,deuparl-2208,deuparl,"0,2",p,0,1
72,deuparl-2208,deuparl,"3,1",p,0,1
72,deuparl-2208,deuparl,"3,2",p,0,1
4,deuparl-2208,deuparl,"0,2",c,1,1
4,deuparl-2208,deuparl,"3,1",c,1,1
4,deuparl-2208,deuparl,"3,2",c,1,1
44,deuparl-2208,deuparl,"0,2",c,0,0
44,deuparl-2208,deuparl,"3,1",c,2,0
44,deuparl-2208,deuparl,"3,2",c,2,0
70,deuparl-238,deuparl,"0,2",c,0,2
70,deuparl-238,deuparl,"3,1",c,0,2
70,deuparl-238,deuparl,"3,2",c,2,2
71,deuparl-238,deuparl,"0,2",c,2,1
71,deuparl-238,deuparl,"3,1",c,2,1
71,deuparl-238,deuparl,"3,2",c,2,1
72,deuparl-238,deuparl,"0,2",p,0,1
72,deuparl-238,deuparl,"3,1",p,2,1
72,deuparl-238,deuparl,"3,2",p,2,1
4,deuparl-238,deuparl,"0,2",c,1,1
4,deuparl-238,deuparl,"3,1",c,0,1
4,deuparl-238,deuparl,"3,2",c,2,1
44,deuparl-238,deuparl,"0,2",p,1,1
44,deuparl-238,deuparl,"3,1",c,2,1
44,deuparl-238,deuparl,"3,2",p,1,1
70,deuparl-239,deuparl,"0,2",c,1,1
70,deuparl-239,deuparl,"3,1",p,0,1
70,deuparl-239,deuparl,"3,2",p,2,1
71,deuparl-239,deuparl,"0,2",p,1,1
71,deuparl-239,deuparl,"3,1",p,0,1
71,deuparl-239,deuparl,"3,2",p,2,1
72,deuparl-239,deuparl,"0,2",c,2,1
72,deuparl-239,deuparl,"3,1",p,2,1
72,deuparl-239,deuparl,"3,2",p,2,1
4,deuparl-239,deuparl,"0,2",n,1,1
4,deuparl-239,deuparl,"3,1",n,0,1
4,deuparl-239,deuparl,"3,2",n,0,1
44,deuparl-239,deuparl,"0,2",n,1,1
44,deuparl-239,deuparl,"3,1",p,2,1
44,deuparl-239,deuparl,"3,2",n,0,1
59,deuparl-241,deuparl,"0,2",c,2,2
59,deuparl-241,deuparl,"3,1",c,2,2
59,deuparl-241,deuparl,"3,2",c,2,2
86,deuparl-241,deuparl,"0,2",c,2,1
86,deuparl-241,deuparl,"3,1",c,2,1
86,deuparl-241,deuparl,"3,2",c,2,1
72,deuparl-241,deuparl,"0,2",n,2,1
72,deuparl-241,deuparl,"3,1",n,2,1
72,deuparl-241,deuparl,"3,2",n,2,1
4,deuparl-241,deuparl,"0,2",n,1,1
4,deuparl-241,deuparl,"3,1",n,0,1
4,deuparl-241,deuparl,"3,2",n,0,1
44,deuparl-241,deuparl,"0,2",p,1,1
44,deuparl-241,deuparl,"3,1",p,2,1
44,deuparl-241,deuparl,"3,2",p,2,1
83,deuparl-252,deuparl,"0,2",c,2,1
83,deuparl-252,deuparl,"3,1",n,1,1
83,deuparl-252,deuparl,"3,2",c,1,1
62,deuparl-252,deuparl,"0,2",c,2,2
62,deuparl-252,deuparl,"3,1",n,2,2
62,deuparl-252,deuparl,"3,2",n,2,2
72,deuparl-252,deuparl,"0,2",n,2,1
72,deuparl-252,deuparl,"3,1",n,1,1
72,deuparl-252,deuparl,"3,2",n,0,1
4,deuparl-252,deuparl,"0,2",c,0,1
4,deuparl-252,deuparl,"3,1",c,1,1
4,deuparl-252,deuparl,"3,2",c,1,1
44,deuparl-252,deuparl,"0,2",n,1,1
44,deuparl-252,deuparl,"3,1",n,0,1
44,deuparl-252,deuparl,"3,2",n,0,1
84,deuparl-267,deuparl,"0,2",p,2,2
84,deuparl-267,deuparl,"3,1",p,2,2
84,deuparl-267,deuparl,"3,2",c,2,2
85,deuparl-267,deuparl,"0,2",c,2,0
85,deuparl-267,deuparl,"3,1",c,2,0
85,deuparl-267,deuparl,"3,2",c,0,0
72,deuparl-267,deuparl,"0,2",n,1,1
72,deuparl-267,deuparl,"3,1",c,0,1
72,deuparl-267,deuparl,"3,2",n,2,1
4,deuparl-267,deuparl,"0,2",c,2,1
4,deuparl-267,deuparl,"3,1",c,0,1
4,deuparl-267,deuparl,"3,2",n,0,1
44,deuparl-267,deuparl,"0,2",c,0,1
44,deuparl-267,deuparl,"3,1",c,2,1
44,deuparl-267,deuparl,"3,2",c,2,1
73,deuparl-27,deuparl,"0,2",p,2,0
73,deuparl-27,deuparl,"3,1",c,2,0
73,deuparl-27,deuparl,"3,2",p,0,0
74,deuparl-27,deuparl,"0,2",p,2,1
74,deuparl-27,deuparl,"3,1",c,0,1
74,deuparl-27,deuparl,"3,2",p,1,1
72,deuparl-27,deuparl,"0,2",p,1,1
72,deuparl-27,deuparl,"3,1",p,2,1
72,deuparl-27,deuparl,"3,2",c,0,1
4,deuparl-27,deuparl,"0,2",c,1,1
4,deuparl-27,deuparl,"3,1",c,2,1
4,deuparl-27,deuparl,"3,2",c,2,1
44,deuparl-27,deuparl,"0,2",c,1,2
44,deuparl-27,deuparl,"3,1",p,2,2
44,deuparl-27,deuparl,"3,2",p,2,2
79,deuparl-296,deuparl,"0,2",n,1,2
79,deuparl-296,deuparl,"3,1",c,0,2
79,deuparl-296,deuparl,"3,2",c,0,2
80,deuparl-296,deuparl,"0,2",n,1,1
80,deuparl-296,deuparl,"3,1",c,1,1
80,deuparl-296,deuparl,"3,2",c,1,1
72,deuparl-296,deuparl,"0,2",n,1,1
72,deuparl-296,deuparl,"3,1",c,0,1
72,deuparl-296,deuparl,"3,2",c,1,1
4,deuparl-296,deuparl,"0,2",n,1,1
4,deuparl-296,deuparl,"3,1",c,1,1
4,deuparl-296,deuparl,"3,2",c,1,1
44,deuparl-296,deuparl,"0,2",c,0,2
44,deuparl-296,deuparl,"3,1",p,2,2
44,deuparl-296,deuparl,"3,2",p,0,2
87,deuparl-324,deuparl,"0,2",c,1,1
87,deuparl-324,deuparl,"3,1",c,1,1
87,deuparl-324,deuparl,"3,2",c,2,1
88,deuparl-324,deuparl,"0,2",p,2,2
88,deuparl-324,deuparl,"3,1",p,2,2
88,deuparl-324,deuparl,"3,2",p,2,2
72,deuparl-324,deuparl,"0,2",p,2,0
72,deuparl-324,deuparl,"3,1",c,2,0
72,deuparl-324,deuparl,"3,2",c,2,0
4,deuparl-324,deuparl,"0,2",c,0,1
4,deuparl-324,deuparl,"3,1",c,0,1
4,deuparl-324,deuparl,"3,2",c,0,1
44,deuparl-324,deuparl,"0,2",c,1,1
44,deuparl-324,deuparl,"3,1",c,0,1
44,deuparl-324,deuparl,"3,2",c,0,1
75,deuparl-325,deuparl,"0,2",n,1,1
75,deuparl-325,deuparl,"3,1",n,1,1
75,deuparl-325,deuparl,"3,2",n,2,1
76,deuparl-325,deuparl,"0,2",c,1,0
76,deuparl-325,deuparl,"3,1",c,0,0
76,deuparl-325,deuparl,"3,2",c,0,0
72,deuparl-325,deuparl,"0,2",n,0,1
72,deuparl-325,deuparl,"3,1",n,2,1
72,deuparl-325,deuparl,"3,2",n,2,1
4,deuparl-325,deuparl,"0,2",c,0,1
4,deuparl-325,deuparl,"3,1",c,0,1
4,deuparl-325,deuparl,"3,2",c,2,1
44,deuparl-325,deuparl,"0,2",p,0,0
44,deuparl-325,deuparl,"3,1",p,2,0
44,deuparl-325,deuparl,"3,2",p,2,0
81,deuparl-341,deuparl,"0,2",c,2,2
81,deuparl-341,deuparl,"3,1",c,2,2
81,deuparl-341,deuparl,"3,2",c,2,2
82,deuparl-341,deuparl,"0,2",c,2,2
82,deuparl-341,deuparl,"3,1",c,2,2
82,deuparl-341,deuparl,"3,2",c,2,2
72,deuparl-341,deuparl,"0,2",n,2,0
72,deuparl-341,deuparl,"3,1",c,2,0
72,deuparl-341,deuparl,"3,2",n,2,0
4,deuparl-341,deuparl,"0,2",c,0,1
4,deuparl-341,deuparl,"3,1",c,1,1
4,deuparl-341,deuparl,"3,2",c,1,1
44,deuparl-341,deuparl,"0,2",c,2,0
44,deuparl-341,deuparl,"3,1",p,2,0
44,deuparl-341,deuparl,"3,2",c,2,0
59,deuparl-36,deuparl,"0,2",c,0,0
59,deuparl-36,deuparl,"3,1",c,1,0
59,deuparl-36,deuparl,"3,2",c,0,0
86,deuparl-36,deuparl,"0,2",c,1,1
86,deuparl-36,deuparl,"3,1",p,1,1
86,deuparl-36,deuparl,"3,2",c,1,1
72,deuparl-36,deuparl,"0,2",c,0,1
72,deuparl-36,deuparl,"3,1",c,2,1
72,deuparl-36,deuparl,"3,2",c,2,1
4,deuparl-36,deuparl,"0,2",c,0,1
4,deuparl-36,deuparl,"3,1",c,1,1
4,deuparl-36,deuparl,"3,2",c,1,1
44,deuparl-36,deuparl,"0,2",c,2,0
44,deuparl-36,deuparl,"3,1",c,1,0
44,deuparl-36,deuparl,"3,2",c,0,0
84,deuparl-363,deuparl,"0,2",n,2,1
84,deuparl-363,deuparl,"3,1",n,2,1
84,deuparl-363,deuparl,"3,2",p,2,1
85,deuparl-363,deuparl,"0,2",p,2,2
85,deuparl-363,deuparl,"3,1",p,2,2
85,deuparl-363,deuparl,"3,2",c,1,2
72,deuparl-363,deuparl,"0,2",p,1,0
72,deuparl-363,deuparl,"3,1",p,2,0
72,deuparl-363,deuparl,"3,2",p,2,0
4,deuparl-363,deuparl,"0,2",p,0,1
4,deuparl-363,deuparl,"3,1",c,1,1
4,deuparl-363,deuparl,"3,2",c,1,1
44,deuparl-363,deuparl,"0,2",n,2,0
44,deuparl-363,deuparl,"3,1",c,2,0
44,deuparl-363,deuparl,"3,2",n,2,0
79,deuparl-365,deuparl,"0,2",n,0,0
79,deuparl-365,deuparl,"3,1",p,2,0
79,deuparl-365,deuparl,"3,2",c,1,0
80,deuparl-365,deuparl,"0,2",c,2,1
80,deuparl-365,deuparl,"3,1",c,2,1
80,deuparl-365,deuparl,"3,2",c,2,1
72,deuparl-365,deuparl,"0,2",n,1,1
72,deuparl-365,deuparl,"3,1",p,0,1
72,deuparl-365,deuparl,"3,2",p,0,1
4,deuparl-365,deuparl,"0,2",c,0,1
4,deuparl-365,deuparl,"3,1",n,0,1
4,deuparl-365,deuparl,"3,2",n,0,1
44,deuparl-365,deuparl,"0,2",p,1,1
44,deuparl-365,deuparl,"3,1",p,0,1
44,deuparl-365,deuparl,"3,2",p,0,1
84,deuparl-390,deuparl,"0,2",c,0,2
84,deuparl-390,deuparl,"3,1",p,2,2
84,deuparl-390,deuparl,"3,2",p,2,2
85,deuparl-390,deuparl,"0,2",n,2,2
85,deuparl-390,deuparl,"3,1",c,2,2
85,deuparl-390,deuparl,"3,2",c,2,2
72,deuparl-390,deuparl,"0,2",p,2,1
72,deuparl-390,deuparl,"3,1",c,2,1
72,deuparl-390,deuparl,"3,2",p,2,1
4,deuparl-390,deuparl,"0,2",p,0,1
4,deuparl-390,deuparl,"3,1",p,2,1
4,deuparl-390,deuparl,"3,2",p,2,1
44,deuparl-390,deuparl,"0,2",p,0,1
44,deuparl-390,deuparl,"3,1",c,1,1
44,deuparl-390,deuparl,"3,2",p,1,1
87,deuparl-405,deuparl,"0,2",c,2,1
87,deuparl-405,deuparl,"3,1",c,2,1
87,deuparl-405,deuparl,"3,2",c,2,1
88,deuparl-405,deuparl,"0,2",c,1,1
88,deuparl-405,deuparl,"3,1",c,1,1
88,deuparl-405,deuparl,"3,2",c,1,1
72,deuparl-405,deuparl,"0,2",c,2,1
72,deuparl-405,deuparl,"3,1",n,2,1
72,deuparl-405,deuparl,"3,2",n,2,1
4,deuparl-405,deuparl,"0,2",c,1,1
4,deuparl-405,deuparl,"3,1",c,0,1
4,deuparl-405,deuparl,"3,2",c,2,1
44,deuparl-405,deuparl,"0,2",c,0,2
44,deuparl-405,deuparl,"3,1",n,2,2
44,deuparl-405,deuparl,"3,2",c,2,2
75,deuparl-414,deuparl,"0,2",c,1,1
75,deuparl-414,deuparl,"3,1",p,2,1
75,deuparl-414,deuparl,"3,2",p,0,1
76,deuparl-414,deuparl,"0,2",c,1,1
76,deuparl-414,deuparl,"3,1",c,1,1
76,deuparl-414,deuparl,"3,2",c,1,1
72,deuparl-414,deuparl,"0,2",p,1,0
72,deuparl-414,deuparl,"3,1",p,2,0
72,deuparl-414,deuparl,"3,2",c,2,0
4,deuparl-414,deuparl,"0,2",c,0,1
4,deuparl-414,deuparl,"3,1",c,2,1
4,deuparl-414,deuparl,"3,2",p,2,1
44,deuparl-414,deuparl,"0,2",n,0,1
44,deuparl-414,deuparl,"3,1",c,2,1
44,deuparl-414,deuparl,"3,2",c,2,1
75,deuparl-420,deuparl,"0,2",n,2,2
75,deuparl-420,deuparl,"3,1",p,2,2
75,deuparl-420,deuparl,"3,2",p,2,2
76,deuparl-420,deuparl,"0,2",n,0,1
76,deuparl-420,deuparl,"3,1",n,1,1
76,deuparl-420,deuparl,"3,2",n,2,1
72,deuparl-420,deuparl,"0,2",c,2,0
72,deuparl-420,deuparl,"3,1",n,2,0
72,deuparl-420,deuparl,"3,2",n,2,0
4,deuparl-420,deuparl,"0,2",c,1,1
4,deuparl-420,deuparl,"3,1",c,2,1
4,deuparl-420,deuparl,"3,2",c,2,1
44,deuparl-420,deuparl,"0,2",n,1,1
44,deuparl-420,deuparl,"3,1",c,2,1
44,deuparl-420,deuparl,"3,2",c,2,1
77,deuparl-429,deuparl,"0,2",n,2,2
77,deuparl-429,deuparl,"3,1",n,2,2
77,deuparl-429,deuparl,"3,2",n,2,2
78,deuparl-429,deuparl,"0,2",c,2,2
78,deuparl-429,deuparl,"3,1",c,2,2
78,deuparl-429,deuparl,"3,2",c,2,2
72,deuparl-429,deuparl,"0,2",c,0,0
72,deuparl-429,deuparl,"3,1",c,2,0
72,deuparl-429,deuparl,"3,2",c,2,0
4,deuparl-429,deuparl,"0,2",n,1,1
4,deuparl-429,deuparl,"3,1",n,1,1
4,deuparl-429,deuparl,"3,2",n,2,1
44,deuparl-429,deuparl,"0,2",c,2,2
44,deuparl-429,deuparl,"3,1",c,0,2
44,deuparl-429,deuparl,"3,2",c,0,2
59,deuparl-433,deuparl,"0,2",p,2,1
59,deuparl-433,deuparl,"3,1",c,1,1
59,deuparl-433,deuparl,"3,2",p,1,1
86,deuparl-433,deuparl,"0,2",c,1,1
86,deuparl-433,deuparl,"3,1",c,1,1
86,deuparl-433,deuparl,"3,2",c,1,1
72,deuparl-433,deuparl,"0,2",p,0,2
72,deuparl-433,deuparl,"3,1",p,1,2
72,deuparl-433,deuparl,"3,2",p,0,2
4,deuparl-433,deuparl,"0,2",n,2,1
4,deuparl-433,deuparl,"3,1",c,2,1
4,deuparl-433,deuparl,"3,2",c,2,1
44,deuparl-433,deuparl,"0,2",p,2,0
44,deuparl-433,deuparl,"3,1",c,0,0
44,deuparl-433,deuparl,"3,2",c,2,0
59,deuparl-442,deuparl,"0,2",c,1,1
59,deuparl-442,deuparl,"3,1",c,1,1
59,deuparl-442,deuparl,"3,2",p,1,1
86,deuparl-442,deuparl,"0,2",c,1,1
86,deuparl-442,deuparl,"3,1",c,1,1
86,deuparl-442,deuparl,"3,2",c,1,1
72,deuparl-442,deuparl,"0,2",c,1,1
72,deuparl-442,deuparl,"3,1",c,2,1
72,deuparl-442,deuparl,"3,2",c,1,1
4,deuparl-442,deuparl,"0,2",c,1,1
4,deuparl-442,deuparl,"3,1",c,1,1
4,deuparl-442,deuparl,"3,2",c,1,1
44,deuparl-442,deuparl,"0,2",c,1,0
44,deuparl-442,deuparl,"3,1",p,0,0
44,deuparl-442,deuparl,"3,2",c,0,0
84,deuparl-444,deuparl,"0,2",p,0,0
84,deuparl-444,deuparl,"3,1",p,2,0
84,deuparl-444,deuparl,"3,2",p,2,0
85,deuparl-444,deuparl,"0,2",c,1,0
85,deuparl-444,deuparl,"3,1",c,2,0
85,deuparl-444,deuparl,"3,2",n,2,0
72,deuparl-444,deuparl,"0,2",p,0,1
72,deuparl-444,deuparl,"3,1",p,2,1
72,deuparl-444,deuparl,"3,2",p,2,1
4,deuparl-444,deuparl,"0,2",n,1,1
4,deuparl-444,deuparl,"3,1",c,0,1
4,deuparl-444,deuparl,"3,2",c,2,1
44,deuparl-444,deuparl,"0,2",c,1,1
44,deuparl-444,deuparl,"3,1",p,2,1
44,deuparl-444,deuparl,"3,2",c,2,1
87,deuparl-487,deuparl,"0,2",c,1,1
87,deuparl-487,deuparl,"3,1",c,1,1
87,deuparl-487,deuparl,"3,2",c,1,1
88,deuparl-487,deuparl,"0,2",n,2,2
88,deuparl-487,deuparl,"3,1",c,2,2
88,deuparl-487,deuparl,"3,2",n,0,2
72,deuparl-487,deuparl,"0,2",c,2,0
72,deuparl-487,deuparl,"3,1",p,2,0
72,deuparl-487,deuparl,"3,2",c,2,0
4,deuparl-487,deuparl,"0,2",p,2,1
4,deuparl-487,deuparl,"3,1",c,0,1
4,deuparl-487,deuparl,"3,2",p,2,1
44,deuparl-487,deuparl,"0,2",n,0,0
44,deuparl-487,deuparl,"3,1",n,2,0
44,deuparl-487,deuparl,"3,2",c,2,0
73,deuparl-498,deuparl,"0,2",c,2,0
73,deuparl-498,deuparl,"3,1",n,1,0
73,deuparl-498,deuparl,"3,2",n,0,0
74,deuparl-498,deuparl,"0,2",c,1,1
74,deuparl-498,deuparl,"3,1",p,0,1
74,deuparl-498,deuparl,"3,2",p,0,1
72,deuparl-498,deuparl,"0,2",n,2,1
72,deuparl-498,deuparl,"3,1",n,0,1
72,deuparl-498,deuparl,"3,2",n,2,1
4,deuparl-498,deuparl,"0,2",c,0,1
4,deuparl-498,deuparl,"3,1",c,0,1
4,deuparl-498,deuparl,"3,2",c,0,1
44,deuparl-498,deuparl,"0,2",n,2,0
44,deuparl-498,deuparl,"3,1",n,0,0
44,deuparl-498,deuparl,"3,2",n,0,0
79,deuparl-504,deuparl,"0,2",n,2,1
79,deuparl-504,deuparl,"3,1",n,0,1
79,deuparl-504,deuparl,"3,2",c,1,1
80,deuparl-504,deuparl,"0,2",c,0,0
80,deuparl-504,deuparl,"3,1",c,0,0
80,deuparl-504,deuparl,"3,2",c,0,0
72,deuparl-504,deuparl,"0,2",c,0,1
72,deuparl-504,deuparl,"3,1",p,0,1
72,deuparl-504,deuparl,"3,2",c,0,1
4,deuparl-504,deuparl,"0,2",n,1,1
4,deuparl-504,deuparl,"3,1",n,1,1
4,deuparl-504,deuparl,"3,2",n,1,1
44,deuparl-504,deuparl,"0,2",c,0,2
44,deuparl-504,deuparl,"3,1",c,2,2
44,deuparl-504,deuparl,"3,2",c,2,2
83,deuparl-51,deuparl,"0,2",p,1,1
83,deuparl-51,deuparl,"3,1",c,1,1
83,deuparl-51,deuparl,"3,2",p,1,1
62,deuparl-51,deuparl,"0,2",c,2,2
62,deuparl-51,deuparl,"3,1",n,1,2
62,deuparl-51,deuparl,"3,2",c,2,2
72,deuparl-51,deuparl,"0,2",p,0,1
72,deuparl-51,deuparl,"3,1",p,0,1
72,deuparl-51,deuparl,"3,2",p,0,1
4,deuparl-51,deuparl,"0,2",c,2,1
4,deuparl-51,deuparl,"3,1",c,2,1
4,deuparl-51,deuparl,"3,2",c,2,1
44,deuparl-51,deuparl,"0,2",p,1,1
44,deuparl-51,deuparl,"3,1",p,2,1
44,deuparl-51,deuparl,"3,2",c,2,1
81,deuparl-57,deuparl,"0,2",c,1,1
81,deuparl-57,deuparl,"3,1",c,1,1
81,deuparl-57,deuparl,"3,2",c,2,1
82,deuparl-57,deuparl,"0,2",c,1,1
82,deuparl-57,deuparl,"3,1",c,1,1
82,deuparl-57,deuparl,"3,2",p,1,1
72,deuparl-57,deuparl,"0,2",c,1,1
72,deuparl-57,deuparl,"3,1",p,0,1
