	index	ids	topic	arg1	arg2
72	732	0,2	Man sollte nicht zu nah vor dem Fernseher sitzen, weil das zu einer vorübergehenden Ermüdung der Augen führen kann.	Man sollte nie zu nah am Fernseher sitzen. Davor haben uns schon unsere Elten gewarnt. Und Recht hatten sie damit. Forscher in Dänemark haben herausgefunden, dass die die direkte Bestrahlung der Augen mit dem Licht, das aus dem Fernseher kommt, nicht nur ermüdend sondern auch schädlich für die Augen sein kann. Fernseher bauen ihr Bild heutzutage mit Pixeln auf (winzige Punkte in verschiedenen Farben). Diese Pixel blitzen je nach angezeigtem Bild auf oder ab. Dieses Blitzen kann man z.B. sehen wenn man den Fernseher mit einer Kamera mit der passenden Bildwiderholfrequenz aufnimmt. Dieses Blitzen ist mit den bloßen Augen zwar nicht zu sehen, schaden fügt es ihnen aber trotzdem hinzu. Deswegen sollte man immer einen ausreichenden Abstand zum Fernseher halten.	Stell dir vor, du sitzt direkt vor einem riesigen Fernseher, so nah, dass du die einzelnen Pixel zählen könntest. Deine Augen kämpfen verzweifelt darum, ein klares Bild zu erfassen, während die Muskeln in deinem Augeninneren unermüdlich arbeiten. Schon bald spürst du, wie sich Müdigkeit in deinen Augen ausbreitet, als ob sie von einem schweren Gewicht nach unten gezogen würden. Die Konzentration, die einst so leicht fiel, entgleitet dir, und ein dumpfer Schmerz beginnt, sich in deinem Kopf auszubreiten. Vielleicht spürst du sogar, wie deine Augen zu brennen beginnen oder sich trocken anfühlen, als ob sie nach Linderung schreien. Um dich und deine Augen vor diesem unangenehmen und vermeidbaren Leiden zu bewahren, ist es entscheidend, einen gesunden Abstand zum Fernseher einzuhalten. Nur so kannst du die Freude am Fernsehen genießen, ohne deine Gesundheit aufs Spiel zu setzen.
128	732	1,3	Man sollte nicht zu nah vor dem Fernseher sitzen, weil das zu einer vorübergehenden Ermüdung der Augen führen kann.	Je dichter man an einem Fernseher sitzt, desto mehr müssen sich die menschlichen Augen anstrengen, um ein möglichst scharfes Bild zu generieren. Dies kann zu schnelleren Ermüdungserscheinungen führen, da auch in den Augen Muskeln arbeiten. Mit zunehmender Dauer kann es schwieriger werden, sich zu konzentrieren, außerdem kann diese Überanstrengung auch zu Kopfschmerzen oder juckenden/trockenen Augen führen. Deshalb ist es meiner Meinung nach sehr wichtig, einen gesunden Abstand zum Fernsehgerät einzuhalten, um diesen Risiken vorzubeugen.	Es ist ratsam, einen angemessenen Abstand zum Fernseher einzuhalten. Forschungsergebnisse aus Dänemark zeigen, dass das Licht, das von einem Fernseher ausgeht, potenziell schädlich für die Augen sein kann. Moderne Fernseher verwenden Pixel, um Bilder darzustellen. Diese Pixel leuchten in unterschiedlichen Farben und Intensitäten, abhängig vom angezeigten Bild. Dieses Flackern, das mit speziellen Kameras sichtbar gemacht werden kann, ist für das bloße Auge unsichtbar, könnte jedoch negative Auswirkungen auf die Augen haben. Daher ist es sinnvoll, beim Fernsehen auf einen ausreichenden Abstand zu achten.
78	737	0,2	Man sollte nicht zu nah vor dem Fernseher sitzen, weil das zu einer vorübergehenden Ermüdung der Augen führen kann.	Zum scharfstellen des Sichtfeldes wird die Linse im Auge durch einen Muskel abgeflacht. Je näher der Fernseher vor einem ist, desto stärker muss die Linse verformt werden. Durch die dauerhafte Belastung des Muskels entsteht allerdings Milchsäure, wie sie auch bei der Dauerbelastung von anderen Muskeln auftritt (Macht sich beispielsweise durch ein Brennen der Oberschenkelmuskulatur bemerkbar). Die Milchsäure kann nur effektiv abgebaut werden, wenn den Augenmuskeln eine Ruhepause gegönnt wird. Hierzu reicht es aus, den Blick für ein paar Minuten in die Ferne schweifen zu lassen.	Stell dir vor, du sitzt direkt vor einem riesigen Fernseher, so nah, dass du die einzelnen Pixel zählen könntest. Deine Augen kämpfen verzweifelt darum, ein klares Bild zu erfassen, während die Muskeln in deinem Augeninneren unermüdlich arbeiten. Schon bald spürst du, wie sich Müdigkeit in deinen Augen ausbreitet, als ob sie von einem schweren Gewicht nach unten gezogen würden. Die Konzentration, die einst so leicht fiel, entgleitet dir, und ein dumpfer Schmerz beginnt, sich in deinem Kopf auszubreiten. Vielleicht spürst du sogar, wie deine Augen zu brennen beginnen oder sich trocken anfühlen, als ob sie nach Linderung schreien. Um dich und deine Augen vor diesem unangenehmen und vermeidbaren Leiden zu bewahren, ist es entscheidend, einen gesunden Abstand zum Fernseher einzuhalten. Nur so kannst du die Freude am Fernsehen genießen, ohne deine Gesundheit aufs Spiel zu setzen.
39	737	1,0	Man sollte nicht zu nah vor dem Fernseher sitzen, weil das zu einer vorübergehenden Ermüdung der Augen führen kann.	Je dichter man an einem Fernseher sitzt, desto mehr müssen sich die menschlichen Augen anstrengen, um ein möglichst scharfes Bild zu generieren. Dies kann zu schnelleren Ermüdungserscheinungen führen, da auch in den Augen Muskeln arbeiten. Mit zunehmender Dauer kann es schwieriger werden, sich zu konzentrieren, außerdem kann diese Überanstrengung auch zu Kopfschmerzen oder juckenden/trockenen Augen führen. Deshalb ist es meiner Meinung nach sehr wichtig, einen gesunden Abstand zum Fernsehgerät einzuhalten, um diesen Risiken vorzubeugen.	Zum scharfstellen des Sichtfeldes wird die Linse im Auge durch einen Muskel abgeflacht. Je näher der Fernseher vor einem ist, desto stärker muss die Linse verformt werden. Durch die dauerhafte Belastung des Muskels entsteht allerdings Milchsäure, wie sie auch bei der Dauerbelastung von anderen Muskeln auftritt (Macht sich beispielsweise durch ein Brennen der Oberschenkelmuskulatur bemerkbar). Die Milchsäure kann nur effektiv abgebaut werden, wenn den Augenmuskeln eine Ruhepause gegönnt wird. Hierzu reicht es aus, den Blick für ein paar Minuten in die Ferne schweifen zu lassen.
114	737	1,3	Man sollte nicht zu nah vor dem Fernseher sitzen, weil das zu einer vorübergehenden Ermüdung der Augen führen kann.	Je dichter man an einem Fernseher sitzt, desto mehr müssen sich die menschlichen Augen anstrengen, um ein möglichst scharfes Bild zu generieren. Dies kann zu schnelleren Ermüdungserscheinungen führen, da auch in den Augen Muskeln arbeiten. Mit zunehmender Dauer kann es schwieriger werden, sich zu konzentrieren, außerdem kann diese Überanstrengung auch zu Kopfschmerzen oder juckenden/trockenen Augen führen. Deshalb ist es meiner Meinung nach sehr wichtig, einen gesunden Abstand zum Fernsehgerät einzuhalten, um diesen Risiken vorzubeugen.	Die Linse im menschlichen Auge wird durch einen Muskel verformt, um das Sichtfeld scharfzustellen. Bei näherer Betrachtung eines Fernsehers erfordert dies eine stärkere Verformung der Linse. Diese konstante Anstrengung des Muskels führt zur Ansammlung von Milchsäure, einem Nebenprodukt, das auch bei anderen Muskeln unter anhaltender Belastung entsteht. Um die Milchsäure abzubauen, ist es notwendig, den Augenmuskeln regelmäßig Pausen zu gönnen, indem man den Blick für einige Minuten in die Ferne richtet.
158	737	2,3	Man sollte nicht zu nah vor dem Fernseher sitzen, weil das zu einer vorübergehenden Ermüdung der Augen führen kann.	Stell dir vor, du sitzt direkt vor einem riesigen Fernseher, so nah, dass du die einzelnen Pixel zählen könntest. Deine Augen kämpfen verzweifelt darum, ein klares Bild zu erfassen, während die Muskeln in deinem Augeninneren unermüdlich arbeiten. Schon bald spürst du, wie sich Müdigkeit in deinen Augen ausbreitet, als ob sie von einem schweren Gewicht nach unten gezogen würden. Die Konzentration, die einst so leicht fiel, entgleitet dir, und ein dumpfer Schmerz beginnt, sich in deinem Kopf auszubreiten. Vielleicht spürst du sogar, wie deine Augen zu brennen beginnen oder sich trocken anfühlen, als ob sie nach Linderung schreien. Um dich und deine Augen vor diesem unangenehmen und vermeidbaren Leiden zu bewahren, ist es entscheidend, einen gesunden Abstand zum Fernseher einzuhalten. Nur so kannst du die Freude am Fernsehen genießen, ohne deine Gesundheit aufs Spiel zu setzen.	Die Linse im menschlichen Auge wird durch einen Muskel verformt, um das Sichtfeld scharfzustellen. Bei näherer Betrachtung eines Fernsehers erfordert dies eine stärkere Verformung der Linse. Diese konstante Anstrengung des Muskels führt zur Ansammlung von Milchsäure, einem Nebenprodukt, das auch bei anderen Muskeln unter anhaltender Belastung entsteht. Um die Milchsäure abzubauen, ist es notwendig, den Augenmuskeln regelmäßig Pausen zu gönnen, indem man den Blick für einige Minuten in die Ferne richtet.
40	785	0,1	Manche Menschen können im Schlaf lernen.	Es hat sich gezeigt dass man mit einer neuen Methode auch im Schlaf lernen kann. Das Gehirn kann sich dann nur auf das lernen konzentrieren und muss sich keine Gedanken um Bedürfnisse machen. Dafür wird ein Inkubator benutzt der einen in eine Art kunstschlaf versetzt, in dem man schlafen und lernen beziehungsweise Sachen besser einprägen kann. 	Was macht das Gehirn im Schlaf? Es träumt. Was sind Träume? Verarbeitung von Erlebtem, das vom Kurzzeitgedächtnis durch das Träumen in das Langzeitgedächtnis übertragen wird. Lernen ist nichts anderes als die Aufnahme von neuen Inhalten in das Kurzzeitgedächtnis und die anschließende Überführung in das Langzeitgedächtnis. Daher lernt ein jeder Mensch im Schlafen, bei manchen Menschen geschieht dies nur effektiver als bei anderen (vor allem hängt dies von äußeren Faktoren, wie Stress und Aktivität ab). Wie kannst du deinen Schlaf zum lernen nutzen: lerne noch bis kurz vor dem Schlafen und zwischen dem Lernen und Schlafen solltest du keine Filme/Videos mehr konsumieren oder viel anderweitiges lesen.   
199	785	2,3	Manche Menschen können im Schlaf lernen.	Was macht das Gehirn im Schlaf? Es träumt – und das ist ein faszinierendes Wunder, das uns alle betrifft. Diese geheimnisvollen Träume sind wie ein nächtlicher Tanz der Erinnerungen, bei dem das Erlebte sanft vom flüchtigen Kurzzeitgedächtnis in die tiefen Gewölbe des Langzeitgedächtnisses getragen wird. Lernen ist wie das Malen eines Bildes, bei dem jeder Pinselstrich im Kurzzeitgedächtnis beginnt und schließlich in der Galerie des Langzeitgedächtnisses ausgestellt wird. Jeder von uns, ob jung oder alt, lernt im Schlaf, doch bei einigen von uns geschieht dies mit einer Anmut, die von äußeren Faktoren wie Stress und Aktivität beeinflusst wird. Wie kannst du diesen zauberhaften Prozess für dich nutzen? Tauche bis kurz vor dem Schlafengehen in neue Informationen ein, und vermeide es, deinen Geist mit Filmen oder anderen Ablenkungen zu überfluten, bevor du dich in die Welt der Träume begibst.	Studien haben gezeigt, dass eine neue Methode ermöglicht, im Schlaf zu lernen. In diesem Zustand kann das Gehirn sich ausschließlich auf den Lernprozess fokussieren, ohne von anderen Bedürfnissen abgelenkt zu werden. Hierzu wird ein Inkubator verwendet, der eine Art künstlichen Schlaf induziert, wodurch das Lernen und die Speicherung von Informationen effizienter erfolgen kann.
123	785	1,3	Manche Menschen können im Schlaf lernen.	Was macht das Gehirn im Schlaf? Es träumt. Was sind Träume? Verarbeitung von Erlebtem, das vom Kurzzeitgedächtnis durch das Träumen in das Langzeitgedächtnis übertragen wird. Lernen ist nichts anderes als die Aufnahme von neuen Inhalten in das Kurzzeitgedächtnis und die anschließende Überführung in das Langzeitgedächtnis. Daher lernt ein jeder Mensch im Schlafen, bei manchen Menschen geschieht dies nur effektiver als bei anderen (vor allem hängt dies von äußeren Faktoren, wie Stress und Aktivität ab). Wie kannst du deinen Schlaf zum lernen nutzen: lerne noch bis kurz vor dem Schlafen und zwischen dem Lernen und Schlafen solltest du keine Filme/Videos mehr konsumieren oder viel anderweitiges lesen.   	Studien haben gezeigt, dass eine neue Methode ermöglicht, im Schlaf zu lernen. In diesem Zustand kann das Gehirn sich ausschließlich auf den Lernprozess fokussieren, ohne von anderen Bedürfnissen abgelenkt zu werden. Hierzu wird ein Inkubator verwendet, der eine Art künstlichen Schlaf induziert, wodurch das Lernen und die Speicherung von Informationen effizienter erfolgen kann.
62	785	0,2	Manche Menschen können im Schlaf lernen.	Es hat sich gezeigt dass man mit einer neuen Methode auch im Schlaf lernen kann. Das Gehirn kann sich dann nur auf das lernen konzentrieren und muss sich keine Gedanken um Bedürfnisse machen. Dafür wird ein Inkubator benutzt der einen in eine Art kunstschlaf versetzt, in dem man schlafen und lernen beziehungsweise Sachen besser einprägen kann. 	Was macht das Gehirn im Schlaf? Es träumt – und das ist ein faszinierendes Wunder, das uns alle betrifft. Diese geheimnisvollen Träume sind wie ein nächtlicher Tanz der Erinnerungen, bei dem das Erlebte sanft vom flüchtigen Kurzzeitgedächtnis in die tiefen Gewölbe des Langzeitgedächtnisses getragen wird. Lernen ist wie das Malen eines Bildes, bei dem jeder Pinselstrich im Kurzzeitgedächtnis beginnt und schließlich in der Galerie des Langzeitgedächtnisses ausgestellt wird. Jeder von uns, ob jung oder alt, lernt im Schlaf, doch bei einigen von uns geschieht dies mit einer Anmut, die von äußeren Faktoren wie Stress und Aktivität beeinflusst wird. Wie kannst du diesen zauberhaften Prozess für dich nutzen? Tauche bis kurz vor dem Schlafengehen in neue Informationen ein, und vermeide es, deinen Geist mit Filmen oder anderen Ablenkungen zu überfluten, bevor du dich in die Welt der Träume begibst.
41	789	0,1	Manche Menschen können im Schlaf lernen.	Es hat sich gezeigt dass man mit einer neuen Methode auch im Schlaf lernen kann. Das Gehirn kann sich dann nur auf das lernen konzentrieren und muss sich keine Gedanken um Bedürfnisse machen. Dafür wird ein Inkubator benutzt der einen in eine Art kunstschlaf versetzt, in dem man schlafen und lernen beziehungsweise Sachen besser einprägen kann. 	"Manche Menschen können im Schlaf lernen.
Dies ist ein wissenschaftlicher Fakt, belegt und nachweisbar.
Man kann im Schlaf lernen, wenn man zum Beispiel vorgefertigte Aufnahmen anhört welche einem Lernstoff so vermitteln, dass man ihn unterbewusst wahrnimmt während man schläft.
Diese werden sowohl online zum Beispiel auf YouTube aber auch als physikalische Medien vertrieben. Dadurch bekommt der Ausdruck „das lernst du wie im Schlaf“ eine völlig neue Bedeutung.
Das Vermitteln des Lernstoffs könnte natürlich auch aktiv über einen Lehrer stattfinden welcher diesen einer schlafenden Person vortragen könnte. 
Verbreitet ist zum Beispiel eine Sprache zu lernen während man schläft in dem einem die Vokabel vermittelt werden."
176	789	2,3	Manche Menschen können im Schlaf lernen.	Manche Menschen haben die erstaunliche Fähigkeit, im Schlaf zu lernen, und das ist keine bloße Fantasie, sondern ein wissenschaftlich belegtes Phänomen! Stell dir vor, du legst dich abends ins Bett, schließt die Augen und während du friedlich schlummerst, dringen sanfte, lehrreiche Klänge in dein Unterbewusstsein ein. Diese Aufnahmen, die überall zugänglich sind, von YouTube bis hin zu CDs, öffnen dir die Tür zu einer neuen Welt des Wissens, während du dich ausruhst. Der Ausdruck „das lernst du wie im Schlaf“ bekommt dadurch eine magische Bedeutung und wird zur Realität. Und wie wunderbar wäre es, wenn ein geduldiger Lehrer an deinem Bett sitzt und dir die Geheimnisse einer neuen Sprache flüstert, während du träumst? Dieses Konzept ist nicht nur faszinierend, sondern auch eine verlockende Möglichkeit, Vokabeln und Wissen mühelos zu verinnerlichen.	Studien haben gezeigt, dass eine neue Methode ermöglicht, im Schlaf zu lernen. In diesem Zustand kann das Gehirn sich ausschließlich auf den Lernprozess fokussieren, ohne von anderen Bedürfnissen abgelenkt zu werden. Hierzu wird ein Inkubator verwendet, der eine Art künstlichen Schlaf induziert, wodurch das Lernen und die Speicherung von Informationen effizienter erfolgen kann.
52	789	0,2	Manche Menschen können im Schlaf lernen.	Es hat sich gezeigt dass man mit einer neuen Methode auch im Schlaf lernen kann. Das Gehirn kann sich dann nur auf das lernen konzentrieren und muss sich keine Gedanken um Bedürfnisse machen. Dafür wird ein Inkubator benutzt der einen in eine Art kunstschlaf versetzt, in dem man schlafen und lernen beziehungsweise Sachen besser einprägen kann. 	Manche Menschen haben die erstaunliche Fähigkeit, im Schlaf zu lernen, und das ist keine bloße Fantasie, sondern ein wissenschaftlich belegtes Phänomen! Stell dir vor, du legst dich abends ins Bett, schließt die Augen und während du friedlich schlummerst, dringen sanfte, lehrreiche Klänge in dein Unterbewusstsein ein. Diese Aufnahmen, die überall zugänglich sind, von YouTube bis hin zu CDs, öffnen dir die Tür zu einer neuen Welt des Wissens, während du dich ausruhst. Der Ausdruck „das lernst du wie im Schlaf“ bekommt dadurch eine magische Bedeutung und wird zur Realität. Und wie wunderbar wäre es, wenn ein geduldiger Lehrer an deinem Bett sitzt und dir die Geheimnisse einer neuen Sprache flüstert, während du träumst? Dieses Konzept ist nicht nur faszinierend, sondern auch eine verlockende Möglichkeit, Vokabeln und Wissen mühelos zu verinnerlichen.
126	789	1,3	Manche Menschen können im Schlaf lernen.	"Manche Menschen können im Schlaf lernen.
Dies ist ein wissenschaftlicher Fakt, belegt und nachweisbar.
Man kann im Schlaf lernen, wenn man zum Beispiel vorgefertigte Aufnahmen anhört welche einem Lernstoff so vermitteln, dass man ihn unterbewusst wahrnimmt während man schläft.
Diese werden sowohl online zum Beispiel auf YouTube aber auch als physikalische Medien vertrieben. Dadurch bekommt der Ausdruck „das lernst du wie im Schlaf“ eine völlig neue Bedeutung.
Das Vermitteln des Lernstoffs könnte natürlich auch aktiv über einen Lehrer stattfinden welcher diesen einer schlafenden Person vortragen könnte. 
Verbreitet ist zum Beispiel eine Sprache zu lernen während man schläft in dem einem die Vokabel vermittelt werden."	Studien haben gezeigt, dass eine neue Methode ermöglicht, im Schlaf zu lernen. In diesem Zustand kann das Gehirn sich ausschließlich auf den Lernprozess fokussieren, ohne von anderen Bedürfnissen abgelenkt zu werden. Hierzu wird ein Inkubator verwendet, der eine Art künstlichen Schlaf induziert, wodurch das Lernen und die Speicherung von Informationen effizienter erfolgen kann.
98	812	0,2	Mehr Amerikaner besuchen eine Hochschule oder Universität als Europäer.	In den USA wurde in den vergangenen 40 Jahren der Fokus auf höhere Bildung gelegt, vor allem Colleges genießen ein Prestige das als Statussymbol und einzige Voraussetzung für beruflichen Erfolg gesehen wird. In Europa ist Hochschulbildung zwar ebenfalls beliebt, doch der Weg der Berufsausbildung ist immer noch eine valide Alternative zum Studium. Dadurch ergibt sich der deutlich höhere Anteil an Universitätsstudenten im Vergleich zu Europa. 	Die USA sind stolz auf ein Bildungssystem, das mit den besten Europas konkurriert, und es ist dieser Stolz, der den amerikanischen Traum am Leben erhält. Der Glaube, dass man es vom Tellerwäscher zum Millionär schaffen kann, ist mehr als ein Mythos; es ist eine Quelle der Hoffnung und Inspiration für Millionen. Bildung wird als der heilige Gral des Erfolgs angesehen, und in einer Gesellschaft, die keine Angst hat, Risiken einzugehen, sind Kredite oft der Weg zu einer besseren Zukunft. Die weit verbreitete englische Sprache öffnet Türen für qualifizierte Zuwanderer, die in dieser dynamischen Umgebung gedeihen können. Amerikaner strömen in Scharen an Universitäten, angetrieben von einer Mentalität, die den Fortschritt feiert und jeden Einzelnen ermutigt, nach den Sternen zu greifen.
194	812	2,3	Mehr Amerikaner besuchen eine Hochschule oder Universität als Europäer.	Die USA sind stolz auf ein Bildungssystem, das mit den besten Europas konkurriert, und es ist dieser Stolz, der den amerikanischen Traum am Leben erhält. Der Glaube, dass man es vom Tellerwäscher zum Millionär schaffen kann, ist mehr als ein Mythos; es ist eine Quelle der Hoffnung und Inspiration für Millionen. Bildung wird als der heilige Gral des Erfolgs angesehen, und in einer Gesellschaft, die keine Angst hat, Risiken einzugehen, sind Kredite oft der Weg zu einer besseren Zukunft. Die weit verbreitete englische Sprache öffnet Türen für qualifizierte Zuwanderer, die in dieser dynamischen Umgebung gedeihen können. Amerikaner strömen in Scharen an Universitäten, angetrieben von einer Mentalität, die den Fortschritt feiert und jeden Einzelnen ermutigt, nach den Sternen zu greifen.	In den letzten vier Jahrzehnten haben die Vereinigten Staaten einen verstärkten Schwerpunkt auf tertiäre Bildung gelegt. Insbesondere Colleges werden als bedeutendes Element für den beruflichen Aufstieg angesehen. In Europa bleibt hingegen die Berufsausbildung eine anerkannte Option neben der akademischen Laufbahn, was zu einem geringeren Anteil von Universitätsstudenten im Vergleich zu den USA führt.
43	812	1,0	Mehr Amerikaner besuchen eine Hochschule oder Universität als Europäer.	Die USA haben ein gut ausgebautes Bildungssystem, das den europäischen Standards ist nichts nachsteht. In der USA gibt es den Mythos, dass man es vom Tellerwäscher zum Millionär schaffen kann. Bildung ist auch ein guter Schlüssel zum Erfolg. Da die Amerikanische Gesellschaft auch ein lockeres Verhältnis zum Geld hat, nimmt man in den USA auch eher ein Kredit auf als in der europäischen Welt. Des Weiteren Englische Sprache weit verbreitet, sodass sich auch qualifizierte Zuwanderer leichter integrieren können. Prozentual betrachtet studieren mehr Amerikaner als Europäer an einer Hochschule und erwerben auch erfolgreiche Abschlüsse. Dies liegt wohl vor allem an der Mentalität und den Fortschrittsglauben jedes Einzelnen in der USA. 	In den USA wurde in den vergangenen 40 Jahren der Fokus auf höhere Bildung gelegt, vor allem Colleges genießen ein Prestige das als Statussymbol und einzige Voraussetzung für beruflichen Erfolg gesehen wird. In Europa ist Hochschulbildung zwar ebenfalls beliebt, doch der Weg der Berufsausbildung ist immer noch eine valide Alternative zum Studium. Dadurch ergibt sich der deutlich höhere Anteil an Universitätsstudenten im Vergleich zu Europa. 
120	812	1,3	Mehr Amerikaner besuchen eine Hochschule oder Universität als Europäer.	Die USA haben ein gut ausgebautes Bildungssystem, das den europäischen Standards ist nichts nachsteht. In der USA gibt es den Mythos, dass man es vom Tellerwäscher zum Millionär schaffen kann. Bildung ist auch ein guter Schlüssel zum Erfolg. Da die Amerikanische Gesellschaft auch ein lockeres Verhältnis zum Geld hat, nimmt man in den USA auch eher ein Kredit auf als in der europäischen Welt. Des Weiteren Englische Sprache weit verbreitet, sodass sich auch qualifizierte Zuwanderer leichter integrieren können. Prozentual betrachtet studieren mehr Amerikaner als Europäer an einer Hochschule und erwerben auch erfolgreiche Abschlüsse. Dies liegt wohl vor allem an der Mentalität und den Fortschrittsglauben jedes Einzelnen in der USA. 	In den letzten vier Jahrzehnten haben die Vereinigten Staaten einen verstärkten Schwerpunkt auf tertiäre Bildung gelegt. Insbesondere Colleges werden als bedeutendes Element für den beruflichen Aufstieg angesehen. In Europa bleibt hingegen die Berufsausbildung eine anerkannte Option neben der akademischen Laufbahn, was zu einem geringeren Anteil von Universitätsstudenten im Vergleich zu den USA führt.
86	814	0,2	Mehr Amerikaner besuchen eine Hochschule oder Universität als Europäer.	Amerikaner/innen besuchen mehr Hochschulen und Universitäten als Europäer/innen, weil Amerika ein umfangreiches schulisches Förderprogramm in Form von Stipendien besitzt, welches eine größere Absicherung der Schüler/innen in der Verfolgung der schulische Ausbildung ermöglicht. Diese Absicherung ist in den europäischen Ländern nicht vorhanden und dies erschwert Europäer/innen eine Fortführung der schulischen Ausbildung.	In den USA träumen so viele junge Menschen davon, die glänzenden Hallen der Hochschulen zu betreten, weil das amerikanische Bildungssystem sie auf eine fast magische Reise von der Grundschule über die High School bis hin zum College vorbereitet. Dort, in den ehrwürdigen Mauern der Universitäten, erlangen sie die Fähigkeiten und das Wissen, die ihnen in einem Land, das keine duale Ausbildung kennt, den Weg zu einer strahlenden Zukunft ebnen. Ohne diese Ausbildungsmöglichkeiten stehen sie vor der Herausforderung, ihre Träume zu verwirklichen, indem sie auf dem langen und oft steinigen Pfad der höheren Bildung wandeln, um die Eintrittskarten für ihre beruflichen Ambitionen zu erlangen.
187	814	2,3	Mehr Amerikaner besuchen eine Hochschule oder Universität als Europäer.	In den USA träumen so viele junge Menschen davon, die glänzenden Hallen der Hochschulen zu betreten, weil das amerikanische Bildungssystem sie auf eine fast magische Reise von der Grundschule über die High School bis hin zum College vorbereitet. Dort, in den ehrwürdigen Mauern der Universitäten, erlangen sie die Fähigkeiten und das Wissen, die ihnen in einem Land, das keine duale Ausbildung kennt, den Weg zu einer strahlenden Zukunft ebnen. Ohne diese Ausbildungsmöglichkeiten stehen sie vor der Herausforderung, ihre Träume zu verwirklichen, indem sie auf dem langen und oft steinigen Pfad der höheren Bildung wandeln, um die Eintrittskarten für ihre beruflichen Ambitionen zu erlangen.	In den Vereinigten Staaten ist die Einschreibung an Hochschulen und Universitäten höher als in Europa, da es in den USA ein umfassendes System von Stipendien gibt. Dieses System bietet finanzielle Unterstützung, die es den Studierenden erleichtert, ihre akademische Ausbildung fortzusetzen. In vielen europäischen Ländern gibt es ein solches System nicht in gleichem Umfang, was die Fortsetzung der Hochschulausbildung erschweren kann.
42	814	0,1	Mehr Amerikaner besuchen eine Hochschule oder Universität als Europäer.	Amerikaner/innen besuchen mehr Hochschulen und Universitäten als Europäer/innen, weil Amerika ein umfangreiches schulisches Förderprogramm in Form von Stipendien besitzt, welches eine größere Absicherung der Schüler/innen in der Verfolgung der schulische Ausbildung ermöglicht. Diese Absicherung ist in den europäischen Ländern nicht vorhanden und dies erschwert Europäer/innen eine Fortführung der schulischen Ausbildung.	"Es besuchen mehr amerikanische Personen Hochschulen als europäische Personen.
Da in Amerika das Schulsystem stark auf den klassischen Bildungsweg von der Primary School zur High School zum College (was bei uns auch die Hochschule ist) ausgelegt ist und es das Modell der dualen Ausbildung wie in Deutschland und anderen europäischen Ländern nicht gibt wählen mehrere Schüler eine klassische schulische Karriere bevor sie sich dann einen Job suchen.
Da man in Amerika keine Ausbildung wahrnehmen kann sind die Einstiegshürden für Jobs oftmals höher und setzen eine längere schulische Bildung voraus da die Schüler in der Hochschule noch Fertigkeiten lernen müssen die sie ansonsten bei uns auch in ihrer dualen Ausbildung hätten lernen können."
129	814	1,3	Mehr Amerikaner besuchen eine Hochschule oder Universität als Europäer.	"Es besuchen mehr amerikanische Personen Hochschulen als europäische Personen.
Da in Amerika das Schulsystem stark auf den klassischen Bildungsweg von der Primary School zur High School zum College (was bei uns auch die Hochschule ist) ausgelegt ist und es das Modell der dualen Ausbildung wie in Deutschland und anderen europäischen Ländern nicht gibt wählen mehrere Schüler eine klassische schulische Karriere bevor sie sich dann einen Job suchen.
Da man in Amerika keine Ausbildung wahrnehmen kann sind die Einstiegshürden für Jobs oftmals höher und setzen eine längere schulische Bildung voraus da die Schüler in der Hochschule noch Fertigkeiten lernen müssen die sie ansonsten bei uns auch in ihrer dualen Ausbildung hätten lernen können."	In den Vereinigten Staaten ist die Einschreibung an Hochschulen und Universitäten höher als in Europa, da es in den USA ein umfassendes System von Stipendien gibt. Dieses System bietet finanzielle Unterstützung, die es den Studierenden erleichtert, ihre akademische Ausbildung fortzusetzen. In vielen europäischen Ländern gibt es ein solches System nicht in gleichem Umfang, was die Fortsetzung der Hochschulausbildung erschweren kann.
45	835	0,1	Mäßiger Weinkonsum ist nachweislich gut für die Gesundheit.	Der Weinkonsum hat eine lange Tradition. Schon vor tausenden Jahren haben Menschen Trauben zu Wein gemacht. Diese Tradition spricht dafür, dass es den Menschen nicht geschadet hat, sondern sie eher befruchtet hat, sie zu neuen Ideen gebracht hat. Die Antioxidanzien im Wein haben eine klärende Wirkung. Die Zellen werden geöffnet, im Gehirn entstehen neue Verbindungen für logisches Denken. Außerdem senkt mäßiger Weinkonsum auch den Blutdruck, sodass schwerwiegende Herz- Kreislauferkrankungen seltener werden. Mit einem mäßigen Weinkonsum geht oft auch ein geselliges Miteinander einher, das ebenfalls dazu beiträgt, dass wir gesünder sind und länger leben. Der Wein als solches ist nicht ungesund, es ist der übermäßige Konsum, der gefährlich ist. Auch die im Wein enthaltenen Bitterstoffe tragen dazu bei, dass wir etwas für unsere Gesundheit tun. Das Immunsystem wird gestärkt und Erreger haben es so schwerer. 	Weinkonsum ist gut für die Gesundheit, weil die planzenaktiven Stoffe eine direkte Wirkung auf Blutdruck und Blutfette hat. Dies belegen auch Studien aus Frankreich und Italien, wo die Menschen aufgrund des kulturellen regelmäßigen Weinverzehres die Lebenserwartung um durchschnittlich 10 Jahre höher ist als in kulturen, in denen der Weinverzehr nicht peflegt wird.
